vehicle_id,Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating,is_bev,is_phev,is_conv_hybrid
ACURA_ILX_Compact_Conventional/Hybrid_AS5,,ACURA,ILX,Compact,Conventional/Hybrid,2.0,4.0,,AS5,Z,,9.9,6.7,8.5,33.0,,,,,,,196,,,0,0,1
ACURA_ILX_Compact_Conventional/Hybrid_M6,,ACURA,ILX,Compact,Conventional/Hybrid,2.4,4.0,,M6,Z,,11.2,7.7,9.6,29.0,,,,,,,221,,,0,0,1
ACURA_ILX HYBRID_Compact_Conventional/Hybrid_AV7,,ACURA,ILX HYBRID,Compact,Conventional/Hybrid,1.5,4.0,,AV7,Z,,6.0,5.8,5.9,48.0,,,,,,,136,,,0,0,1
ACURA_MDX 4WD_Suv - Small_Conventional/Hybrid_AS6,,ACURA,MDX 4WD,Suv - Small,Conventional/Hybrid,3.5,6.0,,AS6,Z,,12.7,9.1,11.1,25.0,,,,,,,255,,,0,0,1
ACURA_RDX AWD_Suv - Small_Conventional/Hybrid_AS6,,ACURA,RDX AWD,Suv - Small,Conventional/Hybrid,3.5,6.0,,AS6,Z,,12.1,8.7,10.6,27.0,,,,,,,244,,,0,0,1
ACURA_RLX_Mid-Size_Conventional/Hybrid_AS6,,ACURA,RLX,Mid-Size,Conventional/Hybrid,3.5,6.0,,AS6,Z,,11.9,7.7,10.0,28.0,,,,,,,230,,,0,0,1
ACURA_TL_Mid-Size_Conventional/Hybrid_AS6,,ACURA,TL,Mid-Size,Conventional/Hybrid,3.5,6.0,,AS6,Z,,11.8,8.1,10.1,28.0,,,,,,,232,,,0,0,1
ACURA_TL AWD_Mid-Size_Conventional/Hybrid_AS6,,ACURA,TL AWD,Mid-Size,Conventional/Hybrid,3.7,6.0,,AS6,Z,,12.8,9.0,11.1,25.0,,,,,,,255,,,0,0,1
ACURA_TL AWD_Mid-Size_Conventional/Hybrid_M6,,ACURA,TL AWD,Mid-Size,Conventional/Hybrid,3.7,6.0,,M6,Z,,13.4,9.5,11.6,24.0,,,,,,,267,,,0,0,1
ACURA_TSX_Compact_Conventional/Hybrid_AS5,,ACURA,TSX,Compact,Conventional/Hybrid,2.4,4.0,,AS5,Z,,10.6,7.5,9.2,31.0,,,,,,,212,,,0,0,1
ACURA_TSX_Compact_Conventional/Hybrid_M6,,ACURA,TSX,Compact,Conventional/Hybrid,2.4,4.0,,M6,Z,,11.2,8.1,9.8,29.0,,,,,,,225,,,0,0,1
ACURA_TSX_Compact_Conventional/Hybrid_AS5,,ACURA,TSX,Compact,Conventional/Hybrid,3.5,6.0,,AS5,Z,,12.1,8.3,10.4,27.0,,,,,,,239,,,0,0,1
ALFA ROMEO_4C_Two-Seater_Conventional/Hybrid_AM6,,ALFA ROMEO,4C,Two-Seater,Conventional/Hybrid,1.8,4.0,,AM6,Z,,9.7,6.9,8.4,34.0,,,,,,,193,,,0,0,1
ASTON MARTIN_DB9_Minicompact_Conventional/Hybrid_A6,,ASTON MARTIN,DB9,Minicompact,Conventional/Hybrid,5.9,12.0,,A6,Z,,18.0,12.6,15.6,18.0,,,,,,,359,,,0,0,1
ASTON MARTIN_RAPIDE_Subcompact_Conventional/Hybrid_A6,,ASTON MARTIN,RAPIDE,Subcompact,Conventional/Hybrid,5.9,12.0,,A6,Z,,18.0,12.6,15.6,18.0,,,,,,,359,,,0,0,1
ASTON MARTIN_V8 VANTAGE_Two-Seater_Conventional/Hybrid_AM7,,ASTON MARTIN,V8 VANTAGE,Two-Seater,Conventional/Hybrid,4.7,8.0,,AM7,Z,,17.4,11.3,14.7,19.0,,,,,,,338,,,0,0,1
ASTON MARTIN_V8 VANTAGE_Two-Seater_Conventional/Hybrid_M6,,ASTON MARTIN,V8 VANTAGE,Two-Seater,Conventional/Hybrid,4.7,8.0,,M6,Z,,18.1,12.2,15.4,18.0,,,,,,,354,,,0,0,1
ASTON MARTIN_V8 VANTAGE S_Two-Seater_Conventional/Hybrid_AM7,,ASTON MARTIN,V8 VANTAGE S,Two-Seater,Conventional/Hybrid,4.7,8.0,,AM7,Z,,17.4,11.3,14.7,19.0,,,,,,,338,,,0,0,1
ASTON MARTIN_V8 VANTAGE S_Two-Seater_Conventional/Hybrid_M6,,ASTON MARTIN,V8 VANTAGE S,Two-Seater,Conventional/Hybrid,4.7,8.0,,M6,Z,,18.1,12.2,15.4,18.0,,,,,,,354,,,0,0,1
ASTON MARTIN_VANQUISH_Minicompact_Conventional/Hybrid_A6,,ASTON MARTIN,VANQUISH,Minicompact,Conventional/Hybrid,5.9,12.0,,A6,Z,,18.0,12.6,15.6,18.0,,,,,,,359,,,0,0,1
AUDI_A4_Compact_Conventional/Hybrid_AV8,,AUDI,A4,Compact,Conventional/Hybrid,2.0,4.0,,AV8,Z,,9.9,7.4,8.8,32.0,,,,,,,202,,,0,0,1
AUDI_A4 QUATTRO_Compact_Conventional/Hybrid_AS8,,AUDI,A4 QUATTRO,Compact,Conventional/Hybrid,2.0,4.0,,AS8,Z,,11.5,8.1,10.0,28.0,,,,,,,230,,,0,0,1
AUDI_A4 QUATTRO_Compact_Conventional/Hybrid_M6,,AUDI,A4 QUATTRO,Compact,Conventional/Hybrid,2.0,4.0,,M6,Z,,10.8,7.5,9.3,30.0,,,,,,,214,,,0,0,1
AUDI_A5 CABRIOLET QUATTRO_Subcompact_Conventional/Hybrid_AS8,,AUDI,A5 CABRIOLET QUATTRO,Subcompact,Conventional/Hybrid,2.0,4.0,,AS8,Z,,11.5,8.1,10.0,28.0,,,,,,,230,,,0,0,1
AUDI_A5 QUATTRO_Subcompact_Conventional/Hybrid_AS8,,AUDI,A5 QUATTRO,Subcompact,Conventional/Hybrid,2.0,4.0,,AS8,Z,,11.5,8.1,10.0,28.0,,,,,,,230,,,0,0,1
AUDI_A5 QUATTRO_Subcompact_Conventional/Hybrid_M6,,AUDI,A5 QUATTRO,Subcompact,Conventional/Hybrid,2.0,4.0,,M6,Z,,10.8,7.5,9.3,30.0,,,,,,,214,,,0,0,1
AUDI_A6 QUATTRO_Mid-Size_Conventional/Hybrid_AS8,,AUDI,A6 QUATTRO,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS8,Z,,12.0,8.1,10.2,28.0,,,,,,,235,,,0,0,1
AUDI_A6 QUATTRO_Mid-Size_Conventional/Hybrid_AS8,,AUDI,A6 QUATTRO,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,12.8,8.6,10.9,26.0,,,,,,,251,,,0,0,1
AUDI_A6 QUATTRO TDI (modified)_Mid-Size_Conventional/Hybrid_AS8,,AUDI,A6 QUATTRO TDI (modified),Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,D,,9.8,6.2,8.1,35.0,,,,,,,217,,,0,0,1
AUDI_A7 QUATTRO_Mid-Size_Conventional/Hybrid_AS8,,AUDI,A7 QUATTRO,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,13.3,8.5,11.2,25.0,,,,,,,262,,,0,0,1
AUDI_A7 QUATTRO TDI (modified)_Mid-Size_Conventional/Hybrid_AS8,,AUDI,A7 QUATTRO TDI (modified),Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,D,,9.8,6.2,8.1,35.0,,,,,,,217,,,0,0,1
AUDI_A8_Mid-Size_Conventional/Hybrid_AS8,,AUDI,A8,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,13.1,8.8,11.2,25.0,,,,,,,258,,,0,0,1
AUDI_A8_Mid-Size_Conventional/Hybrid_AS8,,AUDI,A8,Mid-Size,Conventional/Hybrid,4.0,8.0,,AS8,Z,,13.7,8.3,11.3,25.0,,,,,,,265,,,0,0,1
AUDI_A8 TDI (modified)_Mid-Size_Conventional/Hybrid_AS8,,AUDI,A8 TDI (modified),Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,D,,9.8,6.5,8.4,34.0,,,,,,,224,,,0,0,1
AUDI_A8L_Full-Size_Conventional/Hybrid_AS8,,AUDI,A8L,Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,13.1,8.8,11.2,25.0,,,,,,,258,,,0,0,1
AUDI_A8L_Full-Size_Conventional/Hybrid_AS8,,AUDI,A8L,Full-Size,Conventional/Hybrid,4.0,8.0,,AS8,Z,,14.7,9.7,12.5,23.0,,,,,,,288,,,0,0,1
AUDI_A8L_Full-Size_Conventional/Hybrid_AS8,,AUDI,A8L,Full-Size,Conventional/Hybrid,6.3,12.0,,AS8,Z,,18.7,11.5,15.5,18.0,,,,,,,363,,,0,0,1
AUDI_A8L TDI (modified)_Full-Size_Conventional/Hybrid_AS8,,AUDI,A8L TDI (modified),Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,D,,9.8,6.5,8.4,34.0,,,,,,,224,,,0,0,1
AUDI_ALLROAD QUATTRO_Station Wagon - Small_Conventional/Hybrid_AS8,,AUDI,ALLROAD QUATTRO,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,AS8,Z,,11.8,8.8,10.5,27.0,,,,,,,242,,,0,0,1
AUDI_Q5_Suv - Small_Conventional/Hybrid_AS8,,AUDI,Q5,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS8,Z,,12.0,8.5,10.4,27.0,,,,,,,239,,,0,0,1
AUDI_Q5_Suv - Small_Conventional/Hybrid_AS8,,AUDI,Q5,Suv - Small,Conventional/Hybrid,3.0,6.0,,AS8,Z,,12.9,9.2,11.2,25.0,,,,,,,258,,,0,0,1
AUDI_Q5 TDI (modified)_Suv - Small_Conventional/Hybrid_AS8,,AUDI,Q5 TDI (modified),Suv - Small,Conventional/Hybrid,3.0,6.0,,AS8,D,,10.2,7.8,9.0,31.0,,,,,,,244,,,0,0,1
AUDI_Q5 HYBRID_Suv - Small_Conventional/Hybrid_AS8,,AUDI,Q5 HYBRID,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS8,Z,,9.9,8.3,9.2,31.0,,,,,,,212,,,0,0,1
AUDI_Q7_Suv - Standard_Conventional/Hybrid_AS8,,AUDI,Q7,Suv - Standard,Conventional/Hybrid,3.0,6.0,,AS8,Z,,15.1,10.9,13.2,21.0,,,,,,,304,,,0,0,1
AUDI_Q7 TDI (modified)_Suv - Standard_Conventional/Hybrid_AS8,,AUDI,Q7 TDI (modified),Suv - Standard,Conventional/Hybrid,3.0,6.0,,AS8,D,,12.4,8.7,10.7,26.0,,,,,,,290,,,0,0,1
AUDI_R8_Two-Seater_Conventional/Hybrid_A7,,AUDI,R8,Two-Seater,Conventional/Hybrid,4.2,8.0,,A7,Z,,17.6,11.0,14.6,19.0,,,,,,,336,,,0,0,1
AUDI_R8_Two-Seater_Conventional/Hybrid_M6,,AUDI,R8,Two-Seater,Conventional/Hybrid,4.2,8.0,,M6,Z,,21.2,13.4,17.7,16.0,,,,,,,407,,,0,0,1
AUDI_R8_Two-Seater_Conventional/Hybrid_A7,,AUDI,R8,Two-Seater,Conventional/Hybrid,5.2,10.0,,A7,Z,,18.2,10.6,14.8,19.0,,,,,,,347,,,0,0,1
AUDI_R8_Two-Seater_Conventional/Hybrid_M6,,AUDI,R8,Two-Seater,Conventional/Hybrid,5.2,10.0,,M6,Z,,21.1,13.8,17.8,16.0,,,,,,,409,,,0,0,1
AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_A7,,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,4.2,8.0,,A7,Z,,17.6,11.0,14.6,19.0,,,,,,,336,,,0,0,1
AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_M6,,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,4.2,8.0,,M6,Z,,21.2,13.4,17.7,16.0,,,,,,,407,,,0,0,1
AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_A7,,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,5.2,10.0,,A7,Z,,18.2,10.6,14.8,19.0,,,,,,,347,,,0,0,1
AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_M6,,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,5.2,10.0,,M6,Z,,21.1,13.8,17.8,16.0,,,,,,,409,,,0,0,1
AUDI_RS 5_Subcompact_Conventional/Hybrid_A7,,AUDI,RS 5,Subcompact,Conventional/Hybrid,4.2,8.0,,A7,Z,,15.3,10.9,13.3,21.0,,,,,,,306,,,0,0,1
AUDI_RS 5 CABRIOLET_Subcompact_Conventional/Hybrid_A7,,AUDI,RS 5 CABRIOLET,Subcompact,Conventional/Hybrid,4.2,8.0,,A7,Z,,15.2,11.3,13.4,21.0,,,,,,,308,,,0,0,1
AUDI_RS 7_Mid-Size_Conventional/Hybrid_AS8,,AUDI,RS 7,Mid-Size,Conventional/Hybrid,4.0,8.0,,AS8,Z,,15.5,8.8,12.5,23.0,,,,,,,293,,,0,0,1
AUDI_S4_Compact_Conventional/Hybrid_A7,,AUDI,S4,Compact,Conventional/Hybrid,3.0,6.0,,A7,Z,,13.2,9.2,11.4,25.0,,,,,,,262,,,0,0,1
AUDI_S4_Compact_Conventional/Hybrid_M6,,AUDI,S4,Compact,Conventional/Hybrid,3.0,6.0,,M6,Z,,14.6,9.8,12.4,23.0,,,,,,,285,,,0,0,1
AUDI_S5_Subcompact_Conventional/Hybrid_A7,,AUDI,S5,Subcompact,Conventional/Hybrid,3.0,6.0,,A7,Z,,13.2,9.2,11.4,25.0,,,,,,,262,,,0,0,1
AUDI_S5_Subcompact_Conventional/Hybrid_M6,,AUDI,S5,Subcompact,Conventional/Hybrid,3.0,6.0,,M6,Z,,14.6,9.8,12.4,23.0,,,,,,,285,,,0,0,1
AUDI_S5 CABRIOLET_Subcompact_Conventional/Hybrid_A7,,AUDI,S5 CABRIOLET,Subcompact,Conventional/Hybrid,3.0,6.0,,A7,Z,,13.3,9.5,11.6,24.0,,,,,,,267,,,0,0,1
AUDI_S6_Mid-Size_Conventional/Hybrid_A7,,AUDI,S6,Mid-Size,Conventional/Hybrid,4.0,8.0,,A7,Z,,14.2,9.7,12.2,23.0,,,,,,,281,,,0,0,1
AUDI_S7_Mid-Size_Conventional/Hybrid_A7,,AUDI,S7,Mid-Size,Conventional/Hybrid,4.0,8.0,,A7,Z,,14.2,9.7,12.2,23.0,,,,,,,281,,,0,0,1
AUDI_S8_Mid-Size_Conventional/Hybrid_AS8,,AUDI,S8,Mid-Size,Conventional/Hybrid,4.0,8.0,,AS8,Z,,15.8,9.2,12.8,22.0,,,,,,,300,,,0,0,1
AUDI_SQ5_Suv - Small_Conventional/Hybrid_AS8,,AUDI,SQ5,Suv - Small,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.9,10.1,12.7,22.0,,,,,,,292,,,0,0,1
AUDI_TT COUPE QUATTRO_Subcompact_Conventional/Hybrid_A6,,AUDI,TT COUPE QUATTRO,Subcompact,Conventional/Hybrid,2.0,4.0,,A6,Z,,10.4,7.6,9.1,31.0,,,,,,,209,,,0,0,1
AUDI_TT ROADSTER QUATTRO_Two-Seater_Conventional/Hybrid_A6,,AUDI,TT ROADSTER QUATTRO,Two-Seater,Conventional/Hybrid,2.0,4.0,,A6,Z,,10.4,7.6,9.1,31.0,,,,,,,209,,,0,0,1
AUDI_TTS COUPE QUATTRO_Subcompact_Conventional/Hybrid_A6,,AUDI,TTS COUPE QUATTRO,Subcompact,Conventional/Hybrid,2.0,4.0,,A6,Z,,11.5,8.8,10.3,27.0,,,,,,,237,,,0,0,1
AUDI_TTS ROADSTER QUATTRO_Two-Seater_Conventional/Hybrid_A6,,AUDI,TTS ROADSTER QUATTRO,Two-Seater,Conventional/Hybrid,2.0,4.0,,A6,Z,,11.5,8.8,10.3,27.0,,,,,,,237,,,0,0,1
BENTLEY_CONTINENTAL GT_Subcompact_Conventional/Hybrid_AS8,,BENTLEY,CONTINENTAL GT,Subcompact,Conventional/Hybrid,4.0,8.0,,AS8,Z,,16.3,9.8,13.4,21.0,,,,,,,314,,,0,0,1
BENTLEY_CONTINENTAL GT_Subcompact_Conventional/Hybrid_AS8,,BENTLEY,CONTINENTAL GT,Subcompact,Conventional/Hybrid,6.0,12.0,,AS8,Z,,18.8,11.5,15.5,18.0,,,,,,,356,,,0,0,1
BENTLEY_CONTINENTAL GTC_Subcompact_Conventional/Hybrid_AS8,,BENTLEY,CONTINENTAL GTC,Subcompact,Conventional/Hybrid,4.0,8.0,,AS8,Z,,17.4,10.2,14.2,20.0,,,,,,,332,,,0,0,1
BENTLEY_CONTINENTAL GTC_Subcompact_Conventional/Hybrid_AS8,,BENTLEY,CONTINENTAL GTC,Subcompact,Conventional/Hybrid,6.0,12.0,,AS8,Z,,20.0,12.2,16.5,17.0,,,,,,,380,,,0,0,1
BENTLEY_CONTINENTAL GT SPEED CONVERTIBLE_Subcompact_Conventional/Hybrid_AS8,,BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,Subcompact,Conventional/Hybrid,6.0,12.0,,AS8,Z,,20.0,12.2,16.5,17.0,,,,,,,380,,,0,0,1
BENTLEY_FLYING SPUR_Mid-Size_Conventional/Hybrid_AS8,,BENTLEY,FLYING SPUR,Mid-Size,Conventional/Hybrid,6.0,12.0,,AS8,Z,,20.3,11.9,16.5,17.0,,,,,,,388,,,0,0,1
BENTLEY_MULSANNE_Mid-Size_Conventional/Hybrid_AS8,,BENTLEY,MULSANNE,Mid-Size,Conventional/Hybrid,6.8,8.0,,AS8,Z,,22.3,14.9,19.0,15.0,,,,,,,437,,,0,0,1
BMW_320i_Compact_Conventional/Hybrid_A8,,BMW,320i,Compact,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.0,6.5,8.4,34.0,,,,,,,193,,,0,0,1
BMW_320i_Compact_Conventional/Hybrid_M6,,BMW,320i,Compact,Conventional/Hybrid,2.0,4.0,,M6,Z,,10.4,6.7,8.7,32.0,,,,,,,200,,,0,0,1
BMW_320i xDRIVE_Compact_Conventional/Hybrid_A8,,BMW,320i xDRIVE,Compact,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.2,7.0,8.8,32.0,,,,,,,202,,,0,0,1
BMW_328d xDRIVE_Compact_Conventional/Hybrid_A8,,BMW,328d xDRIVE,Compact,Conventional/Hybrid,2.0,4.0,,A8,D,,7.6,5.5,6.7,42.0,,,,,,,181,,,0,0,1
BMW_328d xDRIVE TOURING_Station Wagon - Small_Conventional/Hybrid_A8,,BMW,328d xDRIVE TOURING,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,A8,D,,7.6,5.5,6.7,42.0,,,,,,,181,,,0,0,1
BMW_328i_Compact_Conventional/Hybrid_A8,,BMW,328i,Compact,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.0,6.5,8.4,34.0,,,,,,,193,,,0,0,1
BMW_328i_Compact_Conventional/Hybrid_M6,,BMW,328i,Compact,Conventional/Hybrid,2.0,4.0,,M6,Z,,10.4,6.7,8.7,32.0,,,,,,,200,,,0,0,1
BMW_328i xDRIVE_Compact_Conventional/Hybrid_A8,,BMW,328i xDRIVE,Compact,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.6,7.2,9.1,31.0,,,,,,,209,,,0,0,1
BMW_328i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8,,BMW,328i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.6,7.2,9.1,31.0,,,,,,,209,,,0,0,1
BMW_328i xDRIVE TOURING_Station Wagon - Small_Conventional/Hybrid_A8,,BMW,328i xDRIVE TOURING,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.6,7.2,9.1,31.0,,,,,,,209,,,0,0,1
BMW_335i_Compact_Conventional/Hybrid_A8,,BMW,335i,Compact,Conventional/Hybrid,3.0,6.0,,A8,Z,,11.4,7.3,9.6,29.0,,,,,,,221,,,0,0,1
BMW_335i_Compact_Conventional/Hybrid_M6,,BMW,335i,Compact,Conventional/Hybrid,3.0,6.0,,M6,Z,,11.8,7.9,10.0,28.0,,,,,,,230,,,0,0,1
BMW_335i xDRIVE_Compact_Conventional/Hybrid_A8,,BMW,335i xDRIVE,Compact,Conventional/Hybrid,3.0,6.0,,A8,Z,,11.7,7.8,9.9,29.0,,,,,,,228,,,0,0,1
BMW_335i xDRIVE_Compact_Conventional/Hybrid_M6,,BMW,335i xDRIVE,Compact,Conventional/Hybrid,3.0,6.0,,M6,Z,,11.9,8.3,10.3,27.0,,,,,,,237,,,0,0,1
BMW_335i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8,,BMW,335i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,3.0,6.0,,A8,Z,,11.9,8.0,10.1,28.0,,,,,,,232,,,0,0,1
BMW_428i COUPE_Compact_Conventional/Hybrid_A8,,BMW,428i COUPE,Compact,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.0,6.5,8.4,34.0,,,,,,,193,,,0,0,1
BMW_428i COUPE_Compact_Conventional/Hybrid_M6,,BMW,428i COUPE,Compact,Conventional/Hybrid,2.0,4.0,,M6,Z,,10.4,6.7,8.7,32.0,,,,,,,200,,,0,0,1
BMW_428i xDRIVE COUPE_Compact_Conventional/Hybrid_A8,,BMW,428i xDRIVE COUPE,Compact,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.6,7.2,9.1,31.0,,,,,,,209,,,0,0,1
BMW_435i COUPE_Compact_Conventional/Hybrid_A8,,BMW,435i COUPE,Compact,Conventional/Hybrid,3.0,6.0,,A8,Z,,11.4,7.3,9.6,29.0,,,,,,,221,,,0,0,1
BMW_435i COUPE_Compact_Conventional/Hybrid_M6,,BMW,435i COUPE,Compact,Conventional/Hybrid,3.0,6.0,,M6,Z,,11.8,7.9,10.0,28.0,,,,,,,230,,,0,0,1
BMW_435i xDRIVE COUPE_Compact_Conventional/Hybrid_A8,,BMW,435i xDRIVE COUPE,Compact,Conventional/Hybrid,3.0,6.0,,A8,Z,,11.7,7.8,9.9,29.0,,,,,,,228,,,0,0,1
BMW_435i xDRIVE COUPE_Compact_Conventional/Hybrid_M6,,BMW,435i xDRIVE COUPE,Compact,Conventional/Hybrid,3.0,6.0,,M6,Z,,11.9,8.3,10.3,27.0,,,,,,,237,,,0,0,1
BMW_528i_Mid-Size_Conventional/Hybrid_A8,,BMW,528i,Mid-Size,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.2,7.0,8.8,32.0,,,,,,,202,,,0,0,1
BMW_528i xDRIVE_Mid-Size_Conventional/Hybrid_A8,,BMW,528i xDRIVE,Mid-Size,Conventional/Hybrid,2.0,4.0,,A8,Z,,10.6,7.2,9.1,31.0,,,,,,,209,,,0,0,1
BMW_535d xDRIVE_Mid-Size_Conventional/Hybrid_A8,,BMW,535d xDRIVE,Mid-Size,Conventional/Hybrid,3.0,6.0,,A8,D,,9.2,6.4,7.9,36.0,,,,,,,213,,,0,0,1
BMW_535i xDRIVE_Mid-Size_Conventional/Hybrid_A8,,BMW,535i xDRIVE,Mid-Size,Conventional/Hybrid,3.0,6.0,,A8,Z,,11.9,8.0,10.1,28.0,,,,,,,232,,,0,0,1
BMW_535i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8,,BMW,535i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,3.0,6.0,,A8,Z,,12.5,8.6,10.7,26.0,,,,,,,246,,,0,0,1
BMW_550i xDRIVE_Mid-Size_Conventional/Hybrid_A8,,BMW,550i xDRIVE,Mid-Size,Conventional/Hybrid,4.4,8.0,,A8,Z,,14.4,9.6,12.2,23.0,,,,,,,281,,,0,0,1
BMW_550i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8,,BMW,550i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,4.4,8.0,,A8,Z,,15.0,9.8,12.7,22.0,,,,,,,292,,,0,0,1
BMW_640i xDRIVE GRAN COUPE_Compact_Conventional/Hybrid_A8,,BMW,640i xDRIVE GRAN COUPE,Compact,Conventional/Hybrid,3.0,6.0,,A8,Z,,11.9,8.0,10.1,28.0,,,,,,,232,,,0,0,1
BMW_650i xDRIVE CABRIOLET_Subcompact_Conventional/Hybrid_A8,,BMW,650i xDRIVE CABRIOLET,Subcompact,Conventional/Hybrid,4.4,8.0,,A8,Z,,15.0,9.8,12.7,22.0,,,,,,,292,,,0,0,1
BMW_650i xDRIVE COUPE_Compact_Conventional/Hybrid_A8,,BMW,650i xDRIVE COUPE,Compact,Conventional/Hybrid,4.4,8.0,,A8,Z,,14.4,9.6,12.2,23.0,,,,,,,281,,,0,0,1
BMW_650i xDRIVE GRAN COUPE_Compact_Conventional/Hybrid_A8,,BMW,650i xDRIVE GRAN COUPE,Compact,Conventional/Hybrid,4.4,8.0,,A8,Z,,15.0,9.8,12.7,22.0,,,,,,,292,,,0,0,1
BMW_740Li xDRIVE_Full-Size_Conventional/Hybrid_A8,,BMW,740Li xDRIVE,Full-Size,Conventional/Hybrid,3.0,6.0,,A8,Z,,12.5,8.6,10.7,26.0,,,,,,,246,,,0,0,1
BMW_750i xDRIVE_Full-Size_Conventional/Hybrid_A8,,BMW,750i xDRIVE,Full-Size,Conventional/Hybrid,4.4,8.0,,A8,Z,,15.0,9.8,12.7,22.0,,,,,,,292,,,0,0,1
BMW_750Li xDRIVE_Full-Size_Conventional/Hybrid_A8,,BMW,750Li xDRIVE,Full-Size,Conventional/Hybrid,4.4,8.0,,A8,Z,,15.0,9.8,12.7,22.0,,,,,,,292,,,0,0,1
BMW_760Li_Full-Size_Conventional/Hybrid_A8,,BMW,760Li,Full-Size,Conventional/Hybrid,6.0,12.0,,A8,Z,,18.7,11.5,15.5,18.0,,,,,,,356,,,0,0,1
BMW_ACTIVEHYBRID 3_Compact_Conventional/Hybrid_A8,,BMW,ACTIVEHYBRID 3,Compact,Conventional/Hybrid,3.0,6.0,,A8,Z,,9.2,7.1,8.3,34.0,,,,,,,191,,,0,0,1
BMW_ACTIVEHYBRID 5_Mid-Size_Conventional/Hybrid_A8,,BMW,ACTIVEHYBRID 5,Mid-Size,Conventional/Hybrid,3.0,6.0,,A8,Z,,10.5,7.9,9.3,30.0,,,,,,,214,,,0,0,1
BMW_ACTIVEHYBRID 7L_Full-Size_Conventional/Hybrid_A8,,BMW,ACTIVEHYBRID 7L,Full-Size,Conventional/Hybrid,3.0,6.0,,A8,Z,,10.5,7.6,9.2,31.0,,,,,,,212,,,0,0,1
BMW_ALPINA B7 xDRIVE LWB_Full-Size_Conventional/Hybrid_A8,,BMW,ALPINA B7 xDRIVE LWB,Full-Size,Conventional/Hybrid,4.4,8.0,,A8,Z,,15.0,9.8,12.7,22.0,,,,,,,292,,,0,0,1
BMW_ALPINA B7 xDRIVE SWB_Full-Size_Conventional/Hybrid_A8,,BMW,ALPINA B7 xDRIVE SWB,Full-Size,Conventional/Hybrid,4.4,8.0,,A8,Z,,15.0,9.8,12.7,22.0,,,,,,,292,,,0,0,1
BMW_M5_Mid-Size_Conventional/Hybrid_AM7,,BMW,M5,Mid-Size,Conventional/Hybrid,4.4,8.0,,AM7,Z,,17.3,11.5,14.7,19.0,,,,,,,338,,,0,0,1
BMW_M5_Mid-Size_Conventional/Hybrid_M6,,BMW,M5,Mid-Size,Conventional/Hybrid,4.4,8.0,,M6,Z,,16.2,10.9,13.8,20.0,,,,,,,317,,,0,0,1
