vehicle_id,Make,Model,Vehicle_Class,Vehicle_Type,Fuel_Type_Primary,Fuel_Type_Secondary,Transmission,Transmission_Type,Num_Gears,Is_SUV,Is_Truck,Model_Year,Engine_Size_L,Cylinders,Motor_kW,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,Fuel_Efficiency_Index,CO2_per_L_engine,City_Hwy_Fuel_Ratio,Electric_Efficiency_Index,Range_per_ChargeHour,Elec_Range_Share,cluster,Commercial_Label,Emissions_Risk_Label
ACURA_ILX_Compact_Conventional/Hybrid_AS5,ACURA,ILX,Compact,Conventional/Hybrid,Z,Unknown,AS5,AS,5.0,0,0,0.0,2.0,4.0,0.0,9.9,6.7,8.5,0.0,0.0,0.0,0.0,196,11.764705882352942,98.0,1.4776119402985075,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ACURA_ILX_Compact_Conventional/Hybrid_M6,ACURA,ILX,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,2.4,4.0,0.0,11.2,7.7,9.6,0.0,0.0,0.0,0.0,221,10.416666666666668,92.08333333333334,1.4545454545454544,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ACURA_ILX HYBRID_Compact_Conventional/Hybrid_AV7,ACURA,ILX HYBRID,Compact,Conventional/Hybrid,Z,Unknown,AV7,AV,7.0,0,0,0.0,1.5,4.0,0.0,6.0,5.8,5.9,0.0,0.0,0.0,0.0,136,16.94915254237288,90.66666666666669,1.0344827586206895,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ACURA_MDX 4WD_Suv - Small_Conventional/Hybrid_AS6,ACURA,MDX 4WD,Suv - Small,Conventional/Hybrid,Z,Unknown,AS6,AS,6.0,1,0,0.0,3.5,6.0,0.0,12.7,9.1,11.1,0.0,0.0,0.0,0.0,255,9.00900900900901,72.85714285714286,1.3956043956043955,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
ACURA_RDX AWD_Suv - Small_Conventional/Hybrid_AS6,ACURA,RDX AWD,Suv - Small,Conventional/Hybrid,Z,Unknown,AS6,AS,6.0,1,0,0.0,3.5,6.0,0.0,12.1,8.7,10.6,0.0,0.0,0.0,0.0,244,9.433962264150944,69.71428571428571,1.3908045977011494,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
ACURA_RLX_Mid-Size_Conventional/Hybrid_AS6,ACURA,RLX,Mid-Size,Conventional/Hybrid,Z,Unknown,AS6,AS,6.0,0,0,0.0,3.5,6.0,0.0,11.9,7.7,10.0,0.0,0.0,0.0,0.0,230,10.0,65.71428571428571,1.5454545454545454,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
ACURA_TL_Mid-Size_Conventional/Hybrid_AS6,ACURA,TL,Mid-Size,Conventional/Hybrid,Z,Unknown,AS6,AS,6.0,0,0,0.0,3.5,6.0,0.0,11.8,8.1,10.1,0.0,0.0,0.0,0.0,232,9.9009900990099,66.28571428571429,1.4567901234567904,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
ACURA_TL AWD_Mid-Size_Conventional/Hybrid_AS6,ACURA,TL AWD,Mid-Size,Conventional/Hybrid,Z,Unknown,AS6,AS,6.0,0,0,0.0,3.7,6.0,0.0,12.8,9.0,11.1,0.0,0.0,0.0,0.0,255,9.00900900900901,68.91891891891892,1.4222222222222225,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
ACURA_TL AWD_Mid-Size_Conventional/Hybrid_M6,ACURA,TL AWD,Mid-Size,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,3.7,6.0,0.0,13.4,9.5,11.6,0.0,0.0,0.0,0.0,267,8.620689655172415,72.16216216216216,1.4105263157894736,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
ACURA_TSX_Compact_Conventional/Hybrid_AS5,ACURA,TSX,Compact,Conventional/Hybrid,Z,Unknown,AS5,AS,5.0,0,0,0.0,2.4,4.0,0.0,10.6,7.5,9.2,0.0,0.0,0.0,0.0,212,10.869565217391305,88.33333333333334,1.413333333333333,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ACURA_TSX_Compact_Conventional/Hybrid_M6,ACURA,TSX,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,2.4,4.0,0.0,11.2,8.1,9.8,0.0,0.0,0.0,0.0,225,10.20408163265306,93.75,1.382716049382716,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ACURA_TSX_Compact_Conventional/Hybrid_AS5,ACURA,TSX,Compact,Conventional/Hybrid,Z,Unknown,AS5,AS,5.0,0,0,0.0,3.5,6.0,0.0,12.1,8.3,10.4,0.0,0.0,0.0,0.0,239,9.615384615384617,68.28571428571429,1.4578313253012047,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
ALFA ROMEO_4C_Two-Seater_Conventional/Hybrid_AM6,ALFA ROMEO,4C,Two-Seater,Conventional/Hybrid,Z,Unknown,AM6,AM,6.0,0,0,0.0,1.8,4.0,0.0,9.7,6.9,8.4,0.0,0.0,0.0,0.0,193,11.904761904761903,107.2222222222222,1.4057971014492752,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ASTON MARTIN_DB9_Minicompact_Conventional/Hybrid_A6,ASTON MARTIN,DB9,Minicompact,Conventional/Hybrid,Z,Unknown,A6,A,6.0,0,0,0.0,5.9,12.0,0.0,18.0,12.6,15.6,0.0,0.0,0.0,0.0,359,6.410256410256411,60.84745762711864,1.4285714285714286,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_RAPIDE_Subcompact_Conventional/Hybrid_A6,ASTON MARTIN,RAPIDE,Subcompact,Conventional/Hybrid,Z,Unknown,A6,A,6.0,0,0,0.0,5.9,12.0,0.0,18.0,12.6,15.6,0.0,0.0,0.0,0.0,359,6.410256410256411,60.84745762711864,1.4285714285714286,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_V8 VANTAGE_Two-Seater_Conventional/Hybrid_AM7,ASTON MARTIN,V8 VANTAGE,Two-Seater,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,4.7,8.0,0.0,17.4,11.3,14.7,0.0,0.0,0.0,0.0,338,6.802721088435375,71.91489361702128,1.5398230088495573,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_V8 VANTAGE_Two-Seater_Conventional/Hybrid_M6,ASTON MARTIN,V8 VANTAGE,Two-Seater,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,4.7,8.0,0.0,18.1,12.2,15.4,0.0,0.0,0.0,0.0,354,6.493506493506493,75.31914893617021,1.4836065573770494,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_V8 VANTAGE S_Two-Seater_Conventional/Hybrid_AM7,ASTON MARTIN,V8 VANTAGE S,Two-Seater,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,4.7,8.0,0.0,17.4,11.3,14.7,0.0,0.0,0.0,0.0,338,6.802721088435375,71.91489361702128,1.5398230088495573,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_V8 VANTAGE S_Two-Seater_Conventional/Hybrid_M6,ASTON MARTIN,V8 VANTAGE S,Two-Seater,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,4.7,8.0,0.0,18.1,12.2,15.4,0.0,0.0,0.0,0.0,354,6.493506493506493,75.31914893617021,1.4836065573770494,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_VANQUISH_Minicompact_Conventional/Hybrid_A6,ASTON MARTIN,VANQUISH,Minicompact,Conventional/Hybrid,Z,Unknown,A6,A,6.0,0,0,0.0,5.9,12.0,0.0,18.0,12.6,15.6,0.0,0.0,0.0,0.0,359,6.410256410256411,60.84745762711864,1.4285714285714286,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
AUDI_A4_Compact_Conventional/Hybrid_AV8,AUDI,A4,Compact,Conventional/Hybrid,Z,Unknown,AV8,AV,8.0,0,0,0.0,2.0,4.0,0.0,9.9,7.4,8.8,0.0,0.0,0.0,0.0,202,11.363636363636363,101.0,1.3378378378378375,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A4 QUATTRO_Compact_Conventional/Hybrid_AS8,AUDI,A4 QUATTRO,Compact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,11.5,8.1,10.0,0.0,0.0,0.0,0.0,230,10.0,115.0,1.4197530864197532,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A4 QUATTRO_Compact_Conventional/Hybrid_M6,AUDI,A4 QUATTRO,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,2.0,4.0,0.0,10.8,7.5,9.3,0.0,0.0,0.0,0.0,214,10.75268817204301,107.0,1.4400000000000002,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A5 CABRIOLET QUATTRO_Subcompact_Conventional/Hybrid_AS8,AUDI,A5 CABRIOLET QUATTRO,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,11.5,8.1,10.0,0.0,0.0,0.0,0.0,230,10.0,115.0,1.4197530864197532,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A5 QUATTRO_Subcompact_Conventional/Hybrid_AS8,AUDI,A5 QUATTRO,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,11.5,8.1,10.0,0.0,0.0,0.0,0.0,230,10.0,115.0,1.4197530864197532,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A5 QUATTRO_Subcompact_Conventional/Hybrid_M6,AUDI,A5 QUATTRO,Subcompact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,2.0,4.0,0.0,10.8,7.5,9.3,0.0,0.0,0.0,0.0,214,10.75268817204301,107.0,1.4400000000000002,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A6 QUATTRO_Mid-Size_Conventional/Hybrid_AS8,AUDI,A6 QUATTRO,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,12.0,8.1,10.2,0.0,0.0,0.0,0.0,235,9.803921568627452,117.5,1.4814814814814816,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A6 QUATTRO_Mid-Size_Conventional/Hybrid_AS8,AUDI,A6 QUATTRO,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,12.8,8.6,10.9,0.0,0.0,0.0,0.0,251,9.174311926605505,83.66666666666667,1.488372093023256,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_A6 QUATTRO TDI (modified)_Mid-Size_Conventional/Hybrid_AS8,AUDI,A6 QUATTRO TDI (modified),Mid-Size,Conventional/Hybrid,D,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,9.8,6.2,8.1,0.0,0.0,0.0,0.0,217,12.34567901234568,72.33333333333333,1.5806451612903227,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A7 QUATTRO_Mid-Size_Conventional/Hybrid_AS8,AUDI,A7 QUATTRO,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,13.3,8.5,11.2,0.0,0.0,0.0,0.0,262,8.928571428571429,87.33333333333333,1.5647058823529412,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_A7 QUATTRO TDI (modified)_Mid-Size_Conventional/Hybrid_AS8,AUDI,A7 QUATTRO TDI (modified),Mid-Size,Conventional/Hybrid,D,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,9.8,6.2,8.1,0.0,0.0,0.0,0.0,217,12.34567901234568,72.33333333333333,1.5806451612903227,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A8_Mid-Size_Conventional/Hybrid_AS8,AUDI,A8,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,13.1,8.8,11.2,0.0,0.0,0.0,0.0,258,8.928571428571429,86.0,1.4886363636363635,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_A8_Mid-Size_Conventional/Hybrid_AS8,AUDI,A8,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,4.0,8.0,0.0,13.7,8.3,11.3,0.0,0.0,0.0,0.0,265,8.849557522123893,66.25,1.650602409638554,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_A8 TDI (modified)_Mid-Size_Conventional/Hybrid_AS8,AUDI,A8 TDI (modified),Mid-Size,Conventional/Hybrid,D,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,9.8,6.5,8.4,0.0,0.0,0.0,0.0,224,11.904761904761903,74.66666666666667,1.507692307692308,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A8L_Full-Size_Conventional/Hybrid_AS8,AUDI,A8L,Full-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,13.1,8.8,11.2,0.0,0.0,0.0,0.0,258,8.928571428571429,86.0,1.4886363636363635,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_A8L_Full-Size_Conventional/Hybrid_AS8,AUDI,A8L,Full-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,4.0,8.0,0.0,14.7,9.7,12.5,0.0,0.0,0.0,0.0,288,8.0,72.0,1.5154639175257731,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_A8L_Full-Size_Conventional/Hybrid_AS8,AUDI,A8L,Full-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,6.3,12.0,0.0,18.7,11.5,15.5,0.0,0.0,0.0,0.0,363,6.451612903225806,57.61904761904762,1.626086956521739,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
AUDI_A8L TDI (modified)_Full-Size_Conventional/Hybrid_AS8,AUDI,A8L TDI (modified),Full-Size,Conventional/Hybrid,D,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,9.8,6.5,8.4,0.0,0.0,0.0,0.0,224,11.904761904761903,74.66666666666667,1.507692307692308,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_ALLROAD QUATTRO_Station Wagon - Small_Conventional/Hybrid_AS8,AUDI,ALLROAD QUATTRO,Station Wagon - Small,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,11.8,8.8,10.5,0.0,0.0,0.0,0.0,242,9.523809523809524,121.0,1.3409090909090908,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_Q5_Suv - Small_Conventional/Hybrid_AS8,AUDI,Q5,Suv - Small,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,2.0,4.0,0.0,12.0,8.5,10.4,0.0,0.0,0.0,0.0,239,9.615384615384617,119.5,1.411764705882353,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
AUDI_Q5_Suv - Small_Conventional/Hybrid_AS8,AUDI,Q5,Suv - Small,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,3.0,6.0,0.0,12.9,9.2,11.2,0.0,0.0,0.0,0.0,258,8.928571428571429,86.0,1.4021739130434785,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
AUDI_Q5 TDI (modified)_Suv - Small_Conventional/Hybrid_AS8,AUDI,Q5 TDI (modified),Suv - Small,Conventional/Hybrid,D,Unknown,AS8,AS,8.0,1,0,0.0,3.0,6.0,0.0,10.2,7.8,9.0,0.0,0.0,0.0,0.0,244,11.11111111111111,81.33333333333333,1.3076923076923077,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
AUDI_Q5 HYBRID_Suv - Small_Conventional/Hybrid_AS8,AUDI,Q5 HYBRID,Suv - Small,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,2.0,4.0,0.0,9.9,8.3,9.2,0.0,0.0,0.0,0.0,212,10.869565217391305,106.0,1.1927710843373494,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
AUDI_Q7_Suv - Standard_Conventional/Hybrid_AS8,AUDI,Q7,Suv - Standard,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,3.0,6.0,0.0,15.1,10.9,13.2,0.0,0.0,0.0,0.0,304,7.575757575757576,101.33333333333331,1.385321100917431,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
AUDI_Q7 TDI (modified)_Suv - Standard_Conventional/Hybrid_AS8,AUDI,Q7 TDI (modified),Suv - Standard,Conventional/Hybrid,D,Unknown,AS8,AS,8.0,1,0,0.0,3.0,6.0,0.0,12.4,8.7,10.7,0.0,0.0,0.0,0.0,290,9.345794392523365,96.66666666666669,1.4252873563218391,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
AUDI_R8_Two-Seater_Conventional/Hybrid_A7,AUDI,R8,Two-Seater,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,4.2,8.0,0.0,17.6,11.0,14.6,0.0,0.0,0.0,0.0,336,6.849315068493151,80.0,1.6,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_R8_Two-Seater_Conventional/Hybrid_M6,AUDI,R8,Two-Seater,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,4.2,8.0,0.0,21.2,13.4,17.7,0.0,0.0,0.0,0.0,407,5.649717514124294,96.9047619047619,1.582089552238806,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
AUDI_R8_Two-Seater_Conventional/Hybrid_A7,AUDI,R8,Two-Seater,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,5.2,10.0,0.0,18.2,10.6,14.8,0.0,0.0,0.0,0.0,347,6.756756756756756,66.73076923076923,1.7169811320754718,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
AUDI_R8_Two-Seater_Conventional/Hybrid_M6,AUDI,R8,Two-Seater,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,5.2,10.0,0.0,21.1,13.8,17.8,0.0,0.0,0.0,0.0,409,5.617977528089887,78.65384615384615,1.528985507246377,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_A7,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,4.2,8.0,0.0,17.6,11.0,14.6,0.0,0.0,0.0,0.0,336,6.849315068493151,80.0,1.6,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_M6,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,4.2,8.0,0.0,21.2,13.4,17.7,0.0,0.0,0.0,0.0,407,5.649717514124294,96.9047619047619,1.582089552238806,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_A7,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,5.2,10.0,0.0,18.2,10.6,14.8,0.0,0.0,0.0,0.0,347,6.756756756756756,66.73076923076923,1.7169811320754718,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_M6,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,5.2,10.0,0.0,21.1,13.8,17.8,0.0,0.0,0.0,0.0,409,5.617977528089887,78.65384615384615,1.528985507246377,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
AUDI_RS 5_Subcompact_Conventional/Hybrid_A7,AUDI,RS 5,Subcompact,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,4.2,8.0,0.0,15.3,10.9,13.3,0.0,0.0,0.0,0.0,306,7.518796992481203,72.85714285714285,1.4036697247706422,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_RS 5 CABRIOLET_Subcompact_Conventional/Hybrid_A7,AUDI,RS 5 CABRIOLET,Subcompact,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,4.2,8.0,0.0,15.2,11.3,13.4,0.0,0.0,0.0,0.0,308,7.462686567164179,73.33333333333333,1.3451327433628315,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_RS 7_Mid-Size_Conventional/Hybrid_AS8,AUDI,RS 7,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,4.0,8.0,0.0,15.5,8.8,12.5,0.0,0.0,0.0,0.0,293,8.0,73.25,1.7613636363636362,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S4_Compact_Conventional/Hybrid_A7,AUDI,S4,Compact,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,3.0,6.0,0.0,13.2,9.2,11.4,0.0,0.0,0.0,0.0,262,8.771929824561402,87.33333333333333,1.434782608695652,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S4_Compact_Conventional/Hybrid_M6,AUDI,S4,Compact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,3.0,6.0,0.0,14.6,9.8,12.4,0.0,0.0,0.0,0.0,285,8.064516129032258,95.0,1.4897959183673468,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S5_Subcompact_Conventional/Hybrid_A7,AUDI,S5,Subcompact,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,3.0,6.0,0.0,13.2,9.2,11.4,0.0,0.0,0.0,0.0,262,8.771929824561402,87.33333333333333,1.434782608695652,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S5_Subcompact_Conventional/Hybrid_M6,AUDI,S5,Subcompact,Conventional/Hybrid,Z,Unknown,M6,M,6.0,0,0,0.0,3.0,6.0,0.0,14.6,9.8,12.4,0.0,0.0,0.0,0.0,285,8.064516129032258,95.0,1.4897959183673468,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S5 CABRIOLET_Subcompact_Conventional/Hybrid_A7,AUDI,S5 CABRIOLET,Subcompact,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,3.0,6.0,0.0,13.3,9.5,11.6,0.0,0.0,0.0,0.0,267,8.620689655172415,89.0,1.4,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S6_Mid-Size_Conventional/Hybrid_A7,AUDI,S6,Mid-Size,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,4.0,8.0,0.0,14.2,9.7,12.2,0.0,0.0,0.0,0.0,281,8.196721311475411,70.25,1.463917525773196,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S7_Mid-Size_Conventional/Hybrid_A7,AUDI,S7,Mid-Size,Conventional/Hybrid,Z,Unknown,A7,A,7.0,0,0,0.0,4.0,8.0,0.0,14.2,9.7,12.2,0.0,0.0,0.0,0.0,281,8.196721311475411,70.25,1.463917525773196,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S8_Mid-Size_Conventional/Hybrid_AS8,AUDI,S8,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,4.0,8.0,0.0,15.8,9.2,12.8,0.0,0.0,0.0,0.0,300,7.8125,75.0,1.7173913043478264,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_SQ5_Suv - Small_Conventional/Hybrid_AS8,AUDI,SQ5,Suv - Small,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,3.0,6.0,0.0,14.9,10.1,12.7,0.0,0.0,0.0,0.0,292,7.874015748031496,97.33333333333331,1.4752475247524752,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
AUDI_TT COUPE QUATTRO_Subcompact_Conventional/Hybrid_A6,AUDI,TT COUPE QUATTRO,Subcompact,Conventional/Hybrid,Z,Unknown,A6,A,6.0,0,0,0.0,2.0,4.0,0.0,10.4,7.6,9.1,0.0,0.0,0.0,0.0,209,10.989010989010987,104.5,1.368421052631579,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_TT ROADSTER QUATTRO_Two-Seater_Conventional/Hybrid_A6,AUDI,TT ROADSTER QUATTRO,Two-Seater,Conventional/Hybrid,Z,Unknown,A6,A,6.0,0,0,0.0,2.0,4.0,0.0,10.4,7.6,9.1,0.0,0.0,0.0,0.0,209,10.989010989010987,104.5,1.368421052631579,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_TTS COUPE QUATTRO_Subcompact_Conventional/Hybrid_A6,AUDI,TTS COUPE QUATTRO,Subcompact,Conventional/Hybrid,Z,Unknown,A6,A,6.0,0,0,0.0,2.0,4.0,0.0,11.5,8.8,10.3,0.0,0.0,0.0,0.0,237,9.70873786407767,118.5,1.3068181818181817,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_TTS ROADSTER QUATTRO_Two-Seater_Conventional/Hybrid_A6,AUDI,TTS ROADSTER QUATTRO,Two-Seater,Conventional/Hybrid,Z,Unknown,A6,A,6.0,0,0,0.0,2.0,4.0,0.0,11.5,8.8,10.3,0.0,0.0,0.0,0.0,237,9.70873786407767,118.5,1.3068181818181817,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
