vehicle_id,Make,Model,Vehicle_Class,Vehicle_Type,Fuel_Type_Primary,Fuel_Type_Secondary,Transmission,Transmission_Type,Num_Gears,Is_SUV,Is_Truck,Model_Year,Engine_Size_L,Cylinders,Motor_kW,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,Fuel_Efficiency_Index,CO2_per_L_engine,City_Hwy_Fuel_Ratio,Electric_Efficiency_Index,Range_per_ChargeHour,Elec_Range_Share,cluster,Commercial_Label,Emissions_Risk_Label
VOLKSWAGEN_TIGUAN_Suv - Small_Conventional/Hybrid_AS8,VOLKSWAGEN,TIGUAN,Suv - Small,Conventional/Hybrid,X,Unknown,AS8,AS,8.0,1,0,0.0,2.0,4.0,0.0,10.6,8.7,9.8,0.0,0.0,0.0,0.0,229,10.20408163265306,114.5,1.2183908045977012,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
VOLKSWAGEN_TIGUAN 4MOTION_Suv - Small_Conventional/Hybrid_AS8,VOLKSWAGEN,TIGUAN 4MOTION,Suv - Small,Conventional/Hybrid,X,Unknown,AS8,AS,8.0,1,0,0.0,2.0,4.0,0.0,11.3,8.8,10.2,0.0,0.0,0.0,0.0,237,9.803921568627452,118.5,1.2840909090909092,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
VOLVO_S60 T5 AWD_Compact_Conventional/Hybrid_AS8,VOLVO,S60 T5 AWD,Compact,Conventional/Hybrid,X,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,11.0,8.1,9.7,0.0,0.0,0.0,0.0,226,10.309278350515465,113.0,1.3580246913580247,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
VOLVO_S60 T6 AWD_Compact_Conventional/Hybrid_AS8,VOLVO,S60 T6 AWD,Compact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,10.9,7.7,9.4,0.0,0.0,0.0,0.0,221,10.638297872340424,110.5,1.4155844155844155,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
VOLVO_S90 T5 AWD_Mid-Size_Conventional/Hybrid_AS8,VOLVO,S90 T5 AWD,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,10.1,7.4,8.8,0.0,0.0,0.0,0.0,206,11.363636363636363,103.0,1.3648648648648647,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
VOLVO_S90 T6 AWD_Mid-Size_Conventional/Hybrid_AS8,VOLVO,S90 T6 AWD,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,10.6,7.6,9.3,0.0,0.0,0.0,0.0,216,10.75268817204301,108.0,1.3947368421052633,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
VOLVO_V60 T5 AWD_Station Wagon - Small_Conventional/Hybrid_AS8,VOLVO,V60 T5 AWD,Station Wagon - Small,Conventional/Hybrid,X,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,11.0,8.1,9.7,0.0,0.0,0.0,0.0,226,10.309278350515465,113.0,1.3580246913580247,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
VOLVO_V60 T6 AWD_Station Wagon - Small_Conventional/Hybrid_AS8,VOLVO,V60 T6 AWD,Station Wagon - Small,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,10.9,7.7,9.4,0.0,0.0,0.0,0.0,221,10.638297872340424,110.5,1.4155844155844155,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
VOLVO_V90 T6 AWD_Station Wagon - Mid-Size_Conventional/Hybrid_AS8,VOLVO,V90 T6 AWD,Station Wagon - Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,10.6,7.6,9.3,0.0,0.0,0.0,0.0,216,10.75268817204301,108.0,1.3947368421052633,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
VOLVO_V90 CC T5 AWD_Station Wagon - Mid-Size_Conventional/Hybrid_AS8,VOLVO,V90 CC T5 AWD,Station Wagon - Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,10.4,7.7,9.2,0.0,0.0,0.0,0.0,214,10.869565217391305,107.0,1.3506493506493509,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
VOLVO_V90 CC T6 AWD_Station Wagon - Mid-Size_Conventional/Hybrid_AS8,VOLVO,V90 CC T6 AWD,Station Wagon - Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,10.9,8.0,9.6,0.0,0.0,0.0,0.0,224,10.416666666666668,112.0,1.3625,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
VOLVO_XC60 T5 AWD_Suv - Small_Conventional/Hybrid_AS8,VOLVO,XC60 T5 AWD,Suv - Small,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,2.0,4.0,0.0,10.7,8.5,9.8,0.0,0.0,0.0,0.0,228,10.20408163265306,114.0,1.258823529411765,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
VOLVO_XC60 T6 AWD_Suv - Small_Conventional/Hybrid_AS8,VOLVO,XC60 T6 AWD,Suv - Small,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,2.0,4.0,0.0,11.4,8.7,10.2,0.0,0.0,0.0,0.0,240,9.803921568627452,120.0,1.310344827586207,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
VOLVO_XC90 T5 AWD_Suv - Standard_Conventional/Hybrid_AS8,VOLVO,XC90 T5 AWD,Suv - Standard,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,2.0,4.0,0.0,10.9,8.3,9.7,0.0,0.0,0.0,0.0,227,10.309278350515465,113.5,1.313253012048193,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
VOLVO_XC90 T6 AWD_Suv - Standard_Conventional/Hybrid_AS8,VOLVO,XC90 T6 AWD,Suv - Standard,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,2.0,4.0,0.0,11.5,8.8,10.3,0.0,0.0,0.0,0.0,240,9.70873786407767,120.0,1.3068181818181817,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
ACURA_ILX_Compact_Conventional/Hybrid_AM8,ACURA,ILX,Compact,Conventional/Hybrid,Z,Unknown,AM8,AM,8.0,0,0,0.0,2.4,4.0,0.0,9.9,7.0,8.6,0.0,0.0,0.0,0.0,199,11.627906976744187,82.91666666666667,1.4142857142857144,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ACURA_MDX SH-AWD_Suv - Small_Conventional/Hybrid_AS9,ACURA,MDX SH-AWD,Suv - Small,Conventional/Hybrid,Z,Unknown,AS9,AS,9.0,1,0,0.0,3.5,6.0,0.0,12.2,9.0,10.8,0.0,0.0,0.0,0.0,252,9.25925925925926,72.0,1.3555555555555554,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
ACURA_MDX SH-AWD A-SPEC_Suv - Small_Conventional/Hybrid_AS9,ACURA,MDX SH-AWD A-SPEC,Suv - Small,Conventional/Hybrid,Z,Unknown,AS9,AS,9.0,1,0,0.0,3.5,6.0,0.0,12.2,9.5,11.0,0.0,0.0,0.0,0.0,258,9.090909090909092,73.71428571428571,1.2842105263157897,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
ACURA_MDX Hybrid AWD_Suv - Small_Conventional/Hybrid_AM7,ACURA,MDX Hybrid AWD,Suv - Small,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,1,0,0.0,3.0,6.0,0.0,9.1,9.0,9.0,0.0,0.0,0.0,0.0,210,11.11111111111111,70.0,1.011111111111111,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
ACURA_RDX AWD_Suv - Small_Conventional/Hybrid_AS10,ACURA,RDX AWD,Suv - Small,Conventional/Hybrid,Z,Unknown,AS10,AS,10.0,1,0,0.0,2.0,4.0,0.0,11.0,8.6,9.9,0.0,0.0,0.0,0.0,232,10.1010101010101,116.0,1.2790697674418603,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
ACURA_RDX AWD A-SPEC_Suv - Small_Conventional/Hybrid_AS10,ACURA,RDX AWD A-SPEC,Suv - Small,Conventional/Hybrid,Z,Unknown,AS10,AS,10.0,1,0,0.0,2.0,4.0,0.0,11.3,9.1,10.3,0.0,0.0,0.0,0.0,242,9.70873786407767,121.0,1.2417582417582418,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
ACURA_RLX Hybrid_Mid-Size_Conventional/Hybrid_AM7,ACURA,RLX Hybrid,Mid-Size,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,3.5,6.0,0.0,8.4,8.2,8.4,0.0,0.0,0.0,0.0,196,11.904761904761903,56.0,1.024390243902439,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ALFA ROMEO_4C Coupe_Two-Seater_Conventional/Hybrid_AM6,ALFA ROMEO,4C Coupe,Two-Seater,Conventional/Hybrid,Z,Unknown,AM6,AM,6.0,0,0,0.0,1.8,4.0,0.0,9.7,6.9,8.4,0.0,0.0,0.0,0.0,197,11.904761904761903,109.44444444444444,1.4057971014492752,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ALFA ROMEO_4C Spider_Two-Seater_Conventional/Hybrid_AM6,ALFA ROMEO,4C Spider,Two-Seater,Conventional/Hybrid,Z,Unknown,AM6,AM,6.0,0,0,0.0,1.8,4.0,0.0,9.7,6.9,8.4,0.0,0.0,0.0,0.0,197,11.904761904761903,109.44444444444444,1.4057971014492752,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ALFA ROMEO_Giulia_Mid-Size_Conventional/Hybrid_A8,ALFA ROMEO,Giulia,Mid-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.0,7.2,8.7,0.0,0.0,0.0,0.0,205,11.49425287356322,102.5,1.3888888888888888,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ALFA ROMEO_Giulia AWD_Mid-Size_Conventional/Hybrid_A8,ALFA ROMEO,Giulia AWD,Mid-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.0,4.0,0.0,10.5,7.7,9.2,0.0,0.0,0.0,0.0,217,10.869565217391305,108.5,1.3636363636363635,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
ALFA ROMEO_Giulia Quadrifoglio_Mid-Size_Conventional/Hybrid_A8,ALFA ROMEO,Giulia Quadrifoglio,Mid-Size,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,2.9,6.0,0.0,13.8,9.6,11.9,0.0,0.0,0.0,0.0,280,8.403361344537815,96.55172413793105,1.4375000000000002,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
ALFA ROMEO_Stelvio_Suv - Small_Conventional/Hybrid_A8,ALFA ROMEO,Stelvio,Suv - Small,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,2.0,4.0,0.0,10.3,8.1,9.3,0.0,0.0,0.0,0.0,218,10.75268817204301,109.0,1.271604938271605,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
ALFA ROMEO_Stelvio AWD_Suv - Small_Conventional/Hybrid_A8,ALFA ROMEO,Stelvio AWD,Suv - Small,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,2.0,4.0,0.0,10.8,8.3,9.6,0.0,0.0,0.0,0.0,226,10.416666666666668,113.0,1.3012048192771084,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
ALFA ROMEO_Stelvio AWD Quadrifoglio_Suv - Small_Conventional/Hybrid_A8,ALFA ROMEO,Stelvio AWD Quadrifoglio,Suv - Small,Conventional/Hybrid,Z,Unknown,A8,A,8.0,1,0,0.0,2.9,6.0,0.0,14.1,10.4,12.4,0.0,0.0,0.0,0.0,292,8.064516129032258,100.6896551724138,1.3557692307692306,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
ASTON MARTIN_DB11 AMR_Minicompact_Conventional/Hybrid_A8,ASTON MARTIN,DB11 AMR,Minicompact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,5.2,12.0,0.0,15.5,10.6,13.3,0.0,0.0,0.0,0.0,312,7.518796992481203,60.0,1.4622641509433962,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_DBS Superleggera_Minicompact_Conventional/Hybrid_A8,ASTON MARTIN,DBS Superleggera,Minicompact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,5.2,12.0,0.0,16.4,10.7,13.8,0.0,0.0,0.0,0.0,324,7.246376811594202,62.30769230769231,1.5327102803738315,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_Rapide AMR_Subcompact_Conventional/Hybrid_A8,ASTON MARTIN,Rapide AMR,Subcompact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,6.0,12.0,0.0,16.7,10.9,14.1,0.0,0.0,0.0,0.0,332,7.092198581560284,55.333333333333336,1.5321100917431192,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_Vanquish Zagato_Minicompact_Conventional/Hybrid_A8,ASTON MARTIN,Vanquish Zagato,Minicompact,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,6.0,12.0,0.0,17.5,11.4,14.7,0.0,0.0,0.0,0.0,346,6.802721088435375,57.66666666666666,1.5350877192982455,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
ASTON MARTIN_Vantage V8_Two-Seater_Conventional/Hybrid_A8,ASTON MARTIN,Vantage V8,Two-Seater,Conventional/Hybrid,Z,Unknown,A8,A,8.0,0,0,0.0,4.0,8.0,0.0,12.7,9.4,11.2,0.0,0.0,0.0,0.0,264,8.928571428571429,66.0,1.351063829787234,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_A3_Subcompact_Conventional/Hybrid_AM7,AUDI,A3,Subcompact,Conventional/Hybrid,X,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,9.1,6.8,8.1,0.0,0.0,0.0,0.0,188,12.34567901234568,94.0,1.338235294117647,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A3 quattro_Subcompact_Conventional/Hybrid_AM7,AUDI,A3 quattro,Subcompact,Conventional/Hybrid,X,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.9,7.9,9.6,0.0,0.0,0.0,0.0,225,10.416666666666668,112.5,1.379746835443038,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A3 Cabriolet quattro_Subcompact_Conventional/Hybrid_AM7,AUDI,A3 Cabriolet quattro,Subcompact,Conventional/Hybrid,X,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.7,7.9,9.5,0.0,0.0,0.0,0.0,221,10.526315789473683,110.5,1.3544303797468351,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A4_Compact_Conventional/Hybrid_AM7,AUDI,A4,Compact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,8.6,6.9,7.8,0.0,0.0,0.0,0.0,182,12.82051282051282,91.0,1.2463768115942029,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A4 quattro_Compact_Conventional/Hybrid_AM7,AUDI,A4 quattro,Compact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.0,7.0,8.7,0.0,0.0,0.0,0.0,204,11.49425287356322,102.0,1.4285714285714286,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A4 allroad quattro_Station Wagon - Small_Conventional/Hybrid_AM7,AUDI,A4 allroad quattro,Station Wagon - Small,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.7,8.0,9.5,0.0,0.0,0.0,0.0,221,10.526315789473683,110.5,1.3375,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A5 quattro_Subcompact_Conventional/Hybrid_AM7,AUDI,A5 quattro,Subcompact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.0,7.0,8.7,0.0,0.0,0.0,0.0,204,11.49425287356322,102.0,1.4285714285714286,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A5 Cabriolet quattro_Subcompact_Conventional/Hybrid_AM7,AUDI,A5 Cabriolet quattro,Subcompact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.0,7.0,8.7,0.0,0.0,0.0,0.0,204,11.49425287356322,102.0,1.4285714285714286,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A5 Sportback quattro_Mid-Size_Conventional/Hybrid_AM7,AUDI,A5 Sportback quattro,Mid-Size,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.0,7.0,8.7,0.0,0.0,0.0,0.0,204,11.49425287356322,102.0,1.4285714285714286,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_A6 quattro_Mid-Size_Conventional/Hybrid_AM7,AUDI,A6 quattro,Mid-Size,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,3.0,6.0,0.0,10.7,8.2,9.6,0.0,0.0,0.0,0.0,224,10.416666666666668,74.66666666666667,1.304878048780488,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_A7 quattro_Mid-Size_Conventional/Hybrid_AM7,AUDI,A7 quattro,Mid-Size,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,3.0,6.0,0.0,10.7,8.2,9.6,0.0,0.0,0.0,0.0,224,10.416666666666668,74.66666666666667,1.304878048780488,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_A8L_Full-Size_Conventional/Hybrid_AS8,AUDI,A8L,Full-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,12.5,8.6,10.8,0.0,0.0,0.0,0.0,252,9.25925925925926,84.0,1.4534883720930234,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_Q3 quattro_Suv - Small_Conventional/Hybrid_AS8,AUDI,Q3 quattro,Suv - Small,Conventional/Hybrid,X,Unknown,AS8,AS,8.0,1,0,0.0,2.0,4.0,0.0,12.3,8.6,10.6,0.0,0.0,0.0,0.0,248,9.433962264150944,124.0,1.430232558139535,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
AUDI_Q5_Suv - Small_Conventional/Hybrid_AM7,AUDI,Q5,Suv - Small,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,1,0,0.0,2.0,4.0,0.0,10.9,8.7,9.9,0.0,0.0,0.0,0.0,230,10.1010101010101,115.0,1.252873563218391,0.0,0.0,0.0,6,Efficient Utility SUVs,Moderate-to-High Risk — Transitional Compliance
AUDI_Q8_Suv - Standard_Conventional/Hybrid_AS8,AUDI,Q8,Suv - Standard,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,3.0,6.0,0.0,14.0,10.7,12.5,0.0,0.0,0.0,0.0,294,8.0,98.0,1.3084112149532712,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
AUDI_RS 3_Subcompact_Conventional/Hybrid_AM7,AUDI,RS 3,Subcompact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.5,5.0,0.0,12.4,8.4,10.6,0.0,0.0,0.0,0.0,247,9.433962264150944,98.8,1.4761904761904765,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_RS 5 Coupe_Subcompact_Conventional/Hybrid_AS8,AUDI,RS 5 Coupe,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.9,6.0,0.0,13.3,8.7,11.3,0.0,0.0,0.0,0.0,262,8.849557522123893,90.3448275862069,1.5287356321839085,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_RS 5 Sportback_Mid-Size_Conventional/Hybrid_AS8,AUDI,RS 5 Sportback,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.9,6.0,0.0,13.5,9.0,11.5,0.0,0.0,0.0,0.0,268,8.695652173913043,92.41379310344828,1.5,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S3_Subcompact_Conventional/Hybrid_AM7,AUDI,S3,Subcompact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.7,8.0,9.5,0.0,0.0,0.0,0.0,222,10.526315789473683,111.0,1.3375,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_S4_Compact_Conventional/Hybrid_AS8,AUDI,S4,Compact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,11.3,8.0,9.8,0.0,0.0,0.0,0.0,230,10.20408163265306,76.66666666666667,1.4125,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S5_Subcompact_Conventional/Hybrid_AS8,AUDI,S5,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,11.3,8.0,9.8,0.0,0.0,0.0,0.0,230,10.20408163265306,76.66666666666667,1.4125,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S5 Cabriolet_Subcompact_Conventional/Hybrid_AS8,AUDI,S5 Cabriolet,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,11.4,8.2,9.9,0.0,0.0,0.0,0.0,234,10.1010101010101,78.0,1.3902439024390243,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_S5 Sportback_Mid-Size_Conventional/Hybrid_AS8,AUDI,S5 Sportback,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,3.0,6.0,0.0,11.3,8.0,9.8,0.0,0.0,0.0,0.0,230,10.20408163265306,76.66666666666667,1.4125,0.0,0.0,0.0,4,Mass Market Mainstream,High Risk — Borderline Non-compliant
AUDI_SQ5_Suv - Small_Conventional/Hybrid_AS8,AUDI,SQ5,Suv - Small,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,3.0,6.0,0.0,12.7,10.0,11.5,0.0,0.0,0.0,0.0,270,8.695652173913043,90.0,1.27,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
AUDI_TT Coupe quattro_Subcompact_Conventional/Hybrid_AM7,AUDI,TT Coupe quattro,Subcompact,Conventional/Hybrid,X,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.3,7.7,9.2,0.0,0.0,0.0,0.0,213,10.869565217391305,106.5,1.3376623376623378,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_TT Roadster quattro_Two-Seater_Conventional/Hybrid_AM7,AUDI,TT Roadster quattro,Two-Seater,Conventional/Hybrid,X,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.3,7.7,9.2,0.0,0.0,0.0,0.0,213,10.869565217391305,106.5,1.3376623376623378,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_TT RS Coupe_Subcompact_Conventional/Hybrid_AM7,AUDI,TT RS Coupe,Subcompact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.5,5.0,0.0,12.0,8.3,10.3,0.0,0.0,0.0,0.0,241,9.70873786407767,96.4,1.4457831325301205,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
AUDI_TTS Coupe_Subcompact_Conventional/Hybrid_AM7,AUDI,TTS Coupe,Subcompact,Conventional/Hybrid,Z,Unknown,AM7,AM,7.0,0,0,0.0,2.0,4.0,0.0,10.4,8.2,9.4,0.0,0.0,0.0,0.0,220,10.638297872340424,110.0,1.2682926829268295,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BENTLEY_Bentayga_Suv - Standard_Conventional/Hybrid_AS8,BENTLEY,Bentayga,Suv - Standard,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,1,0,0.0,4.0,8.0,0.0,16.4,10.1,13.6,0.0,0.0,0.0,0.0,315,7.352941176470589,78.75,1.6237623762376237,0.0,0.0,0.0,1,Large SUV Emitters,High Risk — Non-compliant Medium-term
BENTLEY_Mulsanne_Mid-Size_Conventional/Hybrid_AS8,BENTLEY,Mulsanne,Mid-Size,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,6.8,8.0,0.0,24.5,14.4,20.0,0.0,0.0,0.0,0.0,465,5.0,68.38235294117648,1.7013888888888888,0.0,0.0,0.0,7,Premium Performance Vehicles,Critical Risk — Non-compliant Across Horizons
BMW_230i xDrive Cabriolet_Subcompact_Conventional/Hybrid_AS8,BMW,230i xDrive Cabriolet,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,10.2,7.2,8.8,0.0,0.0,0.0,0.0,207,11.363636363636363,103.5,1.4166666666666663,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
BMW_230i xDrive Coupe_Subcompact_Conventional/Hybrid_AS8,BMW,230i xDrive Coupe,Subcompact,Conventional/Hybrid,Z,Unknown,AS8,AS,8.0,0,0,0.0,2.0,4.0,0.0,9.9,7.1,8.6,0.0,0.0,0.0,0.0,202,11.627906976744187,101.0,1.3943661971830987,0.0,0.0,0.0,3,Efficient Urban Commuters,Moderate Risk — Short-term Compliant
