Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating,vehicle_id
,CHEVROLET,TAHOE FFV,Suv - Standard,Conventional/Hybrid,5.3,8,,A6,E,,20.5,14.0,17.6,16,,,,,,,288,,,CHEVROLET_TAHOE FFV_Suv - Standard_Conventional/Hybrid_A6
,CHEVROLET,TAHOE 4WD,Suv - Standard,Conventional/Hybrid,5.3,8,,A6,X,,15.2,10.8,13.2,21,,,,,,,310,,,CHEVROLET_TAHOE 4WD_Suv - Standard_Conventional/Hybrid_A6
,CHEVROLET,TAHOE 4WD FFV,Suv - Standard,Conventional/Hybrid,5.3,8,,A6,X,,15.2,10.8,13.2,21,,,,,,,310,,,CHEVROLET_TAHOE 4WD FFV_Suv - Standard_Conventional/Hybrid_A6
,CHEVROLET,TAHOE 4WD FFV,Suv - Standard,Conventional/Hybrid,5.3,8,,A6,E,,20.9,14.5,18.0,16,,,,,,,300,,,CHEVROLET_TAHOE 4WD FFV_Suv - Standard_Conventional/Hybrid_A6
,CHEVROLET,TRAVERSE,Suv - Standard,Conventional/Hybrid,3.6,6,,A6,X,,15.8,10.6,13.4,21,,,,,,,315,,,CHEVROLET_TRAVERSE_Suv - Standard_Conventional/Hybrid_A6
,CHEVROLET,TRAVERSE AWD,Suv - Standard,Conventional/Hybrid,3.6,6,,A6,X,,16.1,10.8,13.7,21,,,,,,,323,,,CHEVROLET_TRAVERSE AWD_Suv - Standard_Conventional/Hybrid_A6
,CHEVROLET,TRAX,Suv - Small,Conventional/Hybrid,1.4,4,,AS6,X,,9.2,7.0,8.2,34,,,,,,,193,,,CHEVROLET_TRAX_Suv - Small_Conventional/Hybrid_AS6
,CHEVROLET,TRAX,Suv - Small,Conventional/Hybrid,1.4,4,,M6,X,,9.1,6.9,8.1,35,,,,,,,190,,,CHEVROLET_TRAX_Suv - Small_Conventional/Hybrid_M6
,CHEVROLET,TRAX 4WD,Suv - Small,Conventional/Hybrid,1.4,4,,AS6,X,,9.7,7.6,8.7,32,,,,,,,205,,,CHEVROLET_TRAX 4WD_Suv - Small_Conventional/Hybrid_AS6
,CHRYSLER,200 FFV,Mid-Size,Conventional/Hybrid,2.4,4,,A9,X,,10.2,6.4,8.5,33,,,,,,,198,,,CHRYSLER_200 FFV_Mid-Size_Conventional/Hybrid_A9
,CHRYSLER,200 FFV,Mid-Size,Conventional/Hybrid,2.4,4,,A9,E,,13.6,8.5,11.3,25,,,,,,,186,,,CHRYSLER_200 FFV_Mid-Size_Conventional/Hybrid_A9
,CHRYSLER,200 FFV,Mid-Size,Conventional/Hybrid,3.6,6,,A9,X,,12.4,7.5,10.2,28,,,,,,,239,,,CHRYSLER_200 FFV_Mid-Size_Conventional/Hybrid_A9
,CHRYSLER,200 FFV,Mid-Size,Conventional/Hybrid,3.6,6,,A9,E,,16.5,10.1,13.6,21,,,,,,,225,,,CHRYSLER_200 FFV_Mid-Size_Conventional/Hybrid_A9
,CHRYSLER,200 AWD FFV,Mid-Size,Conventional/Hybrid,3.6,6,,A9,X,,12.8,8.1,10.7,26,,,,,,,250,,,CHRYSLER_200 AWD FFV_Mid-Size_Conventional/Hybrid_A9
,CHRYSLER,200 AWD FFV,Mid-Size,Conventional/Hybrid,3.6,6,,A9,E,,16.9,10.8,14.1,20,,,,,,,232,,,CHRYSLER_200 AWD FFV_Mid-Size_Conventional/Hybrid_A9
,CHRYSLER,300,Full-Size,Conventional/Hybrid,3.6,6,,A8,X,,12.4,7.7,10.3,27,,,,,,,240,,,CHRYSLER_300_Full-Size_Conventional/Hybrid_A8
,CHRYSLER,300 FFV,Full-Size,Conventional/Hybrid,3.6,6,,A8,X,,12.4,7.7,10.3,27,,,,,,,240,,,CHRYSLER_300 FFV_Full-Size_Conventional/Hybrid_A8
,CHRYSLER,300 FFV,Full-Size,Conventional/Hybrid,3.6,6,,A8,E,,16.8,10.3,13.9,20,,,,,,,229,,,CHRYSLER_300 FFV_Full-Size_Conventional/Hybrid_A8
,CHRYSLER,300 (MDS),Full-Size,Conventional/Hybrid,5.7,8,,A8,X,,14.8,9.3,12.3,23,,,,,,,289,,,CHRYSLER_300 (MDS)_Full-Size_Conventional/Hybrid_A8
,CHRYSLER,300 AWD,Full-Size,Conventional/Hybrid,3.6,6,,A8,X,,12.8,8.6,10.9,26,,,,,,,257,,,CHRYSLER_300 AWD_Full-Size_Conventional/Hybrid_A8
,CHRYSLER,300 AWD FFV,Full-Size,Conventional/Hybrid,3.6,6,,A8,X,,12.8,8.6,10.9,26,,,,,,,257,,,CHRYSLER_300 AWD FFV_Full-Size_Conventional/Hybrid_A8
,CHRYSLER,300 AWD FFV,Full-Size,Conventional/Hybrid,3.6,6,,A8,E,,17.3,11.7,14.8,19,,,,,,,243,,,CHRYSLER_300 AWD FFV_Full-Size_Conventional/Hybrid_A8
,CHRYSLER,TOWN & COUNTRY FFV,Minivan,Conventional/Hybrid,3.6,6,,A6,X,,14.1,9.5,12.0,24,,,,,,,282,,,CHRYSLER_TOWN & COUNTRY FFV_Minivan_Conventional/Hybrid_A6
,CHRYSLER,TOWN & COUNTRY FFV,Minivan,Conventional/Hybrid,3.6,6,,A6,E,,19.7,13.3,16.8,17,,,,,,,279,,,CHRYSLER_TOWN & COUNTRY FFV_Minivan_Conventional/Hybrid_A6
,DODGE,CHALLENGER,Mid-Size,Conventional/Hybrid,3.6,6,,A8,X,,12.4,7.8,10.3,27,,,,,,,242,,,DODGE_CHALLENGER_Mid-Size_Conventional/Hybrid_A8
,DODGE,CHALLENGER,Mid-Size,Conventional/Hybrid,5.7,8,,M6,X,,15.6,10.0,13.1,22,,,,,,,307,,,DODGE_CHALLENGER_Mid-Size_Conventional/Hybrid_M6
,DODGE,CHALLENGER,Mid-Size,Conventional/Hybrid,6.4,8,,M6,Z,,16.8,10.4,13.9,20,,,,,,,326,,,DODGE_CHALLENGER_Mid-Size_Conventional/Hybrid_M6
,DODGE,CHALLENGER (MDS),Mid-Size,Conventional/Hybrid,5.7,8,,A8,X,,14.8,9.3,12.3,23,,,,,,,289,,,DODGE_CHALLENGER (MDS)_Mid-Size_Conventional/Hybrid_A8
,DODGE,CHALLENGER (MDS),Mid-Size,Conventional/Hybrid,6.4,8,,A8,Z,,15.7,9.5,12.9,22,,,,,,,302,,,DODGE_CHALLENGER (MDS)_Mid-Size_Conventional/Hybrid_A8
,DODGE,CHALLENGER SRT,Mid-Size,Conventional/Hybrid,6.4,8,,M6,Z,,16.8,10.4,13.9,20,,,,,,,326,,,DODGE_CHALLENGER SRT_Mid-Size_Conventional/Hybrid_M6
,DODGE,CHALLENGER SRT (MDS),Mid-Size,Conventional/Hybrid,6.4,8,,A8,Z,,15.7,9.5,12.9,22,,,,,,,302,,,DODGE_CHALLENGER SRT (MDS)_Mid-Size_Conventional/Hybrid_A8
,DODGE,CHALLENGER SRT HELLCAT,Mid-Size,Conventional/Hybrid,6.2,8,,A8,Z,,17.6,10.7,14.5,19,,,,,,,339,,,DODGE_CHALLENGER SRT HELLCAT_Mid-Size_Conventional/Hybrid_A8
,DODGE,CHALLENGER SRT HELLCAT,Mid-Size,Conventional/Hybrid,6.2,8,,M6,Z,,18.1,11.4,15.1,19,,,,,,,353,,,DODGE_CHALLENGER SRT HELLCAT_Mid-Size_Conventional/Hybrid_M6
,DODGE,CHARGER,Full-Size,Conventional/Hybrid,3.6,6,,A5,X,,13.7,8.9,11.5,25,,,,,,,271,,,DODGE_CHARGER_Full-Size_Conventional/Hybrid_A5
,DODGE,CHARGER,Full-Size,Conventional/Hybrid,3.6,6,,A8,X,,12.4,7.7,10.3,27,,,,,,,240,,,DODGE_CHARGER_Full-Size_Conventional/Hybrid_A8
,DODGE,CHARGER FFV,Full-Size,Conventional/Hybrid,3.6,6,,A5,X,,13.7,8.9,11.5,25,,,,,,,271,,,DODGE_CHARGER FFV_Full-Size_Conventional/Hybrid_A5
,DODGE,CHARGER FFV,Full-Size,Conventional/Hybrid,3.6,6,,A5,E,,18.7,12.4,15.9,18,,,,,,,264,,,DODGE_CHARGER FFV_Full-Size_Conventional/Hybrid_A5
,DODGE,CHARGER FFV,Full-Size,Conventional/Hybrid,3.6,6,,A8,X,,12.4,7.7,10.3,27,,,,,,,240,,,DODGE_CHARGER FFV_Full-Size_Conventional/Hybrid_A8
,DODGE,CHARGER FFV,Full-Size,Conventional/Hybrid,3.6,6,,A8,E,,16.8,10.3,13.9,20,,,,,,,229,,,DODGE_CHARGER FFV_Full-Size_Conventional/Hybrid_A8
,DODGE,CHARGER (MDS),Full-Size,Conventional/Hybrid,5.7,8,,A5,X,,15.7,9.6,12.9,22,,,,,,,302,,,DODGE_CHARGER (MDS)_Full-Size_Conventional/Hybrid_A5
,DODGE,CHARGER (MDS),Full-Size,Conventional/Hybrid,5.7,8,,A8,X,,14.8,9.3,12.3,23,,,,,,,289,,,DODGE_CHARGER (MDS)_Full-Size_Conventional/Hybrid_A8
,DODGE,CHARGER (MDS),Full-Size,Conventional/Hybrid,6.4,8,,A8,Z,,15.7,9.5,12.9,22,,,,,,,302,,,DODGE_CHARGER (MDS)_Full-Size_Conventional/Hybrid_A8
,DODGE,CHARGER AWD,Full-Size,Conventional/Hybrid,3.6,6,,A8,X,,12.8,8.6,10.9,26,,,,,,,257,,,DODGE_CHARGER AWD_Full-Size_Conventional/Hybrid_A8
,DODGE,CHARGER AWD FFV,Full-Size,Conventional/Hybrid,3.6,6,,A8,X,,12.8,8.6,10.9,26,,,,,,,257,,,DODGE_CHARGER AWD FFV_Full-Size_Conventional/Hybrid_A8
,DODGE,CHARGER AWD FFV,Full-Size,Conventional/Hybrid,3.6,6,,A8,E,,17.3,11.7,14.8,19,,,,,,,243,,,DODGE_CHARGER AWD FFV_Full-Size_Conventional/Hybrid_A8
,DODGE,CHARGER AWD (MDS),Full-Size,Conventional/Hybrid,5.7,8,,A5,X,,16.1,10.0,13.4,21,,,,,,,313,,,DODGE_CHARGER AWD (MDS)_Full-Size_Conventional/Hybrid_A5
,DODGE,CHARGER SRT (MDS),Full-Size,Conventional/Hybrid,6.4,8,,A8,Z,,15.7,9.5,12.9,22,,,,,,,302,,,DODGE_CHARGER SRT (MDS)_Full-Size_Conventional/Hybrid_A8
,DODGE,CHARGER SRT HELLCAT,Full-Size,Conventional/Hybrid,6.2,8,,A8,Z,,17.6,10.7,14.5,19,,,,,,,339,,,DODGE_CHARGER SRT HELLCAT_Full-Size_Conventional/Hybrid_A8
,DODGE,DART,Mid-Size,Conventional/Hybrid,2.0,4,,M6,X,,9.4,6.5,8.1,35,,,,,,,189,,,DODGE_DART_Mid-Size_Conventional/Hybrid_M6
,DODGE,DART,Mid-Size,Conventional/Hybrid,2.4,4,,A6,X,,10.1,6.8,8.6,33,,,,,,,202,,,DODGE_DART_Mid-Size_Conventional/Hybrid_A6
,DODGE,DART,Mid-Size,Conventional/Hybrid,2.4,4,,M6,X,,10.5,6.7,8.8,32,,,,,,,205,,,DODGE_DART_Mid-Size_Conventional/Hybrid_M6
,DODGE,DART FFV,Mid-Size,Conventional/Hybrid,2.0,4,,A6,X,,9.9,7.0,8.6,33,,,,,,,201,,,DODGE_DART FFV_Mid-Size_Conventional/Hybrid_A6
,DODGE,DART FFV,Mid-Size,Conventional/Hybrid,2.0,4,,A6,E,,13.3,9.3,11.5,25,,,,,,,187,,,DODGE_DART FFV_Mid-Size_Conventional/Hybrid_A6
,DODGE,DART GT,Mid-Size,Conventional/Hybrid,2.4,4,,A6,X,,10.6,7.5,9.2,31,,,,,,,215,,,DODGE_DART GT_Mid-Size_Conventional/Hybrid_A6
,DODGE,DART GT,Mid-Size,Conventional/Hybrid,2.4,4,,M6,X,,10.2,7.0,8.8,32,,,,,,,207,,,DODGE_DART GT_Mid-Size_Conventional/Hybrid_M6
,DODGE,DART TURBO AERO,Mid-Size,Conventional/Hybrid,1.4,4,,AM6,X,,8.4,5.9,7.3,39,,,,,,,171,,,DODGE_DART TURBO AERO_Mid-Size_Conventional/Hybrid_AM6
,DODGE,DART TURBO AERO,Mid-Size,Conventional/Hybrid,1.4,4,,M6,X,,8.5,5.8,7.3,39,,,,,,,171,,,DODGE_DART TURBO AERO_Mid-Size_Conventional/Hybrid_M6
,DODGE,DURANGO AWD,Suv - Standard,Conventional/Hybrid,3.6,6,,A8,X,,12.8,9.5,11.3,25,,,,,,,265,,,DODGE_DURANGO AWD_Suv - Standard_Conventional/Hybrid_A8
,DODGE,DURANGO AWD (MDS),Suv - Standard,Conventional/Hybrid,5.7,8,,A8,X,,16.7,10.7,14.0,20,,,,,,,329,,,DODGE_DURANGO AWD (MDS)_Suv - Standard_Conventional/Hybrid_A8
,DODGE,GRAND CARAVAN FFV,Minivan,Conventional/Hybrid,3.6,6,,A6,X,,13.7,9.4,11.8,24,,,,,,,276,,,DODGE_GRAND CARAVAN FFV_Minivan_Conventional/Hybrid_A6
,DODGE,GRAND CARAVAN FFV,Minivan,Conventional/Hybrid,3.6,6,,A6,E,,19.2,13.1,16.4,17,,,,,,,269,,,DODGE_GRAND CARAVAN FFV_Minivan_Conventional/Hybrid_A6
,DODGE,JOURNEY,Suv - Small,Conventional/Hybrid,2.4,4,,A4,X,,12.7,9.1,11.1,25,,,,,,,260,,,DODGE_JOURNEY_Suv - Small_Conventional/Hybrid_A4
,DODGE,JOURNEY FFV,Suv - Small,Conventional/Hybrid,3.6,6,,A6,X,,14.2,9.4,12.1,23,,,,,,,283,,,DODGE_JOURNEY FFV_Suv - Small_Conventional/Hybrid_A6
,DODGE,JOURNEY FFV,Suv - Small,Conventional/Hybrid,3.6,6,,A6,E,,18.9,12.9,16.2,17,,,,,,,270,,,DODGE_JOURNEY FFV_Suv - Small_Conventional/Hybrid_A6
,DODGE,JOURNEY AWD,Suv - Small,Conventional/Hybrid,3.6,6,,A6,X,,14.5,9.9,12.4,23,,,,,,,292,,,DODGE_JOURNEY AWD_Suv - Small_Conventional/Hybrid_A6
,DODGE,VIPER SRT,Two-Seater,Conventional/Hybrid,8.4,10,,M6,Z,,19.2,11.3,15.6,18,,,,,,,364,,,DODGE_VIPER SRT_Two-Seater_Conventional/Hybrid_M6
,FIAT,500 CABRIO,Minicompact,Conventional/Hybrid,1.4,4,,A6,X,,8.7,6.9,7.9,36,,,,,,,183,,,FIAT_500 CABRIO_Minicompact_Conventional/Hybrid_A6
,FIAT,500 CABRIO,Minicompact,Conventional/Hybrid,1.4,4,,M5,X,,7.9,6.3,7.2,39,,,,,,,168,,,FIAT_500 CABRIO_Minicompact_Conventional/Hybrid_M5
,FIAT,500 HATCHBACK,Minicompact,Conventional/Hybrid,1.4,4,,A6,X,,8.7,6.9,7.9,36,,,,,,,183,,,FIAT_500 HATCHBACK_Minicompact_Conventional/Hybrid_A6
,FIAT,500 HATCHBACK,Minicompact,Conventional/Hybrid,1.4,4,,M5,X,,7.6,5.9,6.8,42,,,,,,,160,,,FIAT_500 HATCHBACK_Minicompact_Conventional/Hybrid_M5
,FIAT,500 HATCHBACK TURBO,Minicompact,Conventional/Hybrid,1.4,4,,A6,X,,9.6,7.3,8.6,33,,,,,,,200,,,FIAT_500 HATCHBACK TURBO_Minicompact_Conventional/Hybrid_A6
,FIAT,500 HATCHBACK TURBO,Minicompact,Conventional/Hybrid,1.4,4,,M5,X,,8.5,6.9,7.8,36,,,,,,,183,,,FIAT_500 HATCHBACK TURBO_Minicompact_Conventional/Hybrid_M5
,FIAT,500 ABARTH CABRIO,Minicompact,Conventional/Hybrid,1.4,4,,A6,X,,9.6,7.3,8.6,33,,,,,,,200,,,FIAT_500 ABARTH CABRIO_Minicompact_Conventional/Hybrid_A6
,FIAT,500 ABARTH CABRIO,Minicompact,Conventional/Hybrid,1.4,4,,M5,X,,8.5,6.9,7.8,36,,,,,,,183,,,FIAT_500 ABARTH CABRIO_Minicompact_Conventional/Hybrid_M5
,FIAT,500 ABARTH HATCHBACK,Minicompact,Conventional/Hybrid,1.4,4,,A6,X,,9.6,7.3,8.6,33,,,,,,,200,,,FIAT_500 ABARTH HATCHBACK_Minicompact_Conventional/Hybrid_A6
,FIAT,500 ABARTH HATCHBACK,Minicompact,Conventional/Hybrid,1.4,4,,M5,X,,8.5,6.9,7.8,36,,,,,,,183,,,FIAT_500 ABARTH HATCHBACK_Minicompact_Conventional/Hybrid_M5
,FIAT,500L,Station Wagon - Small,Conventional/Hybrid,1.4,4,,A6,X,,10.6,7.8,9.4,30,,,,,,,218,,,FIAT_500L_Station Wagon - Small_Conventional/Hybrid_A6
,FIAT,500L,Station Wagon - Small,Conventional/Hybrid,1.4,4,,AM6,X,,9.9,7.2,8.7,32,,,,,,,203,,,FIAT_500L_Station Wagon - Small_Conventional/Hybrid_AM6
,FIAT,500L,Station Wagon - Small,Conventional/Hybrid,1.4,4,,M6,X,,9.3,7.1,8.3,34,,,,,,,194,,,FIAT_500L_Station Wagon - Small_Conventional/Hybrid_M6
,FIAT,500X,Suv - Small,Conventional/Hybrid,1.4,4,,M6,X,,9.5,6.9,8.3,34,,,,,,,194,,,FIAT_500X_Suv - Small_Conventional/Hybrid_M6
,FIAT,500X,Suv - Small,Conventional/Hybrid,2.4,4,,A9,X,,10.6,7.6,9.3,30,,,,,,,217,,,FIAT_500X_Suv - Small_Conventional/Hybrid_A9
,FIAT,500X AWD,Suv - Small,Conventional/Hybrid,2.4,4,,A9,X,,11.0,7.9,9.6,29,,,,,,,224,,,FIAT_500X AWD_Suv - Small_Conventional/Hybrid_A9
,FORD,C-MAX HYBRID,Full-Size,Conventional/Hybrid,2.0,4,,AV,X,,5.6,6.4,6.0,47,,,,,,,140,,,FORD_C-MAX HYBRID_Full-Size_Conventional/Hybrid_AV
,FORD,EDGE,Suv - Small,Conventional/Hybrid,2.0,4,,AS6,X,,11.5,7.8,9.8,29,,,,,,,231,,,FORD_EDGE_Suv - Small_Conventional/Hybrid_AS6
,FORD,EDGE (Start/Stop),Suv - Small,Conventional/Hybrid,2.0,4,,AS6,X,,11.3,7.9,9.8,29,,,,,,,228,,,FORD_EDGE (Start/Stop)_Suv - Small_Conventional/Hybrid_AS6
,FORD,EDGE,Suv - Small,Conventional/Hybrid,3.5,6,,AS6,X,,13.4,9.0,11.4,25,,,,,,,268,,,FORD_EDGE_Suv - Small_Conventional/Hybrid_AS6
,FORD,EDGE AWD,Suv - Small,Conventional/Hybrid,2.0,4,,AS6,X,,11.8,8.4,10.3,27,,,,,,,240,,,FORD_EDGE AWD_Suv - Small_Conventional/Hybrid_AS6
,FORD,EDGE AWD,Suv - Small,Conventional/Hybrid,2.7,6,,AS6,X,,13.6,9.8,11.9,24,,,,,,,278,,,FORD_EDGE AWD_Suv - Small_Conventional/Hybrid_AS6
,FORD,EDGE AWD,Suv - Small,Conventional/Hybrid,3.5,6,,AS6,X,,13.7,9.6,11.8,24,,,,,,,278,,,FORD_EDGE AWD_Suv - Small_Conventional/Hybrid_AS6
,FORD,ESCAPE,Suv - Small,Conventional/Hybrid,1.6,4,,AS6,X,,10.1,7.4,8.9,32,,,,,,,208,,,FORD_ESCAPE_Suv - Small_Conventional/Hybrid_AS6
,FORD,ESCAPE,Suv - Small,Conventional/Hybrid,2.0,4,,AS6,X,,10.9,7.9,9.6,29,,,,,,,224,,,FORD_ESCAPE_Suv - Small_Conventional/Hybrid_AS6
,FORD,ESCAPE,Suv - Small,Conventional/Hybrid,2.5,4,,AS6,X,,10.9,7.6,9.4,30,,,,,,,220,,,FORD_ESCAPE_Suv - Small_Conventional/Hybrid_AS6
,FORD,ESCAPE AWD,Suv - Small,Conventional/Hybrid,1.6,4,,AS6,X,,10.5,7.9,9.4,30,,,,,,,220,,,FORD_ESCAPE AWD_Suv - Small_Conventional/Hybrid_AS6
,FORD,ESCAPE AWD,Suv - Small,Conventional/Hybrid,2.0,4,,AS6,X,,11.4,8.4,10.0,28,,,,,,,236,,,FORD_ESCAPE AWD_Suv - Small_Conventional/Hybrid_AS6
,FORD,EXPEDITION 4X4,Suv - Standard,Conventional/Hybrid,3.5,6,,AS6,X,,16.2,11.9,14.3,20,,,,,,,334,,,FORD_EXPEDITION 4X4_Suv - Standard_Conventional/Hybrid_AS6
,FORD,EXPEDITION EL 4X4,Suv - Standard,Conventional/Hybrid,3.5,6,,AS6,X,,16.4,12.1,14.4,20,,,,,,,338,,,FORD_EXPEDITION EL 4X4_Suv - Standard_Conventional/Hybrid_AS6
,FORD,EXPLORER,Suv - Standard,Conventional/Hybrid,2.3,4,,AS6,X,,12.6,8.5,10.8,26,,,,,,,253,,,FORD_EXPLORER_Suv - Standard_Conventional/Hybrid_AS6
,FORD,EXPLORER FFV,Suv - Standard,Conventional/Hybrid,3.5,6,,AS6,X,,13.9,9.6,12.0,24,,,,,,,280,,,FORD_EXPLORER FFV_Suv - Standard_Conventional/Hybrid_AS6
,FORD,EXPLORER FFV,Suv - Standard,Conventional/Hybrid,3.5,6,,AS6,E,,18.7,12.9,16.1,18,,,,,,,264,,,FORD_EXPLORER FFV_Suv - Standard_Conventional/Hybrid_AS6
,FORD,EXPLORER AWD,Suv - Standard,Conventional/Hybrid,2.3,4,,AS6,X,,13.1,9.1,11.3,25,,,,,,,265,,,FORD_EXPLORER AWD_Suv - Standard_Conventional/Hybrid_AS6
,FORD,EXPLORER AWD,Suv - Standard,Conventional/Hybrid,3.5,6,,AS6,X,,14.9,10.7,13.0,22,,,,,,,305,,,FORD_EXPLORER AWD_Suv - Standard_Conventional/Hybrid_AS6
,FORD,EXPLORER FFV AWD,Suv - Standard,Conventional/Hybrid,3.5,6,,AS6,X,,14.4,10.4,12.6,22,,,,,,,295,,,FORD_EXPLORER FFV AWD_Suv - Standard_Conventional/Hybrid_AS6
,FORD,EXPLORER FFV AWD,Suv - Standard,Conventional/Hybrid,3.5,6,,AS6,E,,19.7,14.1,17.2,16,,,,,,,282,,,FORD_EXPLORER FFV AWD_Suv - Standard_Conventional/Hybrid_AS6
,FORD,F-150,Pickup Truck - Standard,Conventional/Hybrid,2.7,6,,AS6,X,,12.3,9.2,10.9,26,,,,,,,256,,,FORD_F-150_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150,Pickup Truck - Standard,Conventional/Hybrid,3.5,6,,AS6,X,,13.5,9.8,11.9,24,,,,,,,278,,,FORD_F-150_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 (Payload Pkg),Pickup Truck - Standard,Conventional/Hybrid,2.7,6,,AS6,X,,13.1,9.8,11.2,25,,,,,,,263,,,FORD_F-150 (Payload Pkg)_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 (Payload Pkg),Pickup Truck - Standard,Conventional/Hybrid,3.5,6,,AS6,X,,14.7,10.7,12.9,22,,,,,,,303,,,FORD_F-150 (Payload Pkg)_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 FFV,Pickup Truck - Standard,Conventional/Hybrid,3.5,6,,A6,X,,13.2,9.6,11.6,24,,,,,,,272,,,FORD_F-150 FFV_Pickup Truck - Standard_Conventional/Hybrid_A6
,FORD,F-150 FFV,Pickup Truck - Standard,Conventional/Hybrid,3.5,6,,A6,E,,17.9,13.0,15.7,18,,,,,,,261,,,FORD_F-150 FFV_Pickup Truck - Standard_Conventional/Hybrid_A6
,FORD,F-150 FFV,Pickup Truck - Standard,Conventional/Hybrid,5.0,8,,AS6,X,,15.3,10.6,13.2,21,,,,,,,309,,,FORD_F-150 FFV_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 FFV,Pickup Truck - Standard,Conventional/Hybrid,5.0,8,,AS6,E,,20.6,14.3,17.8,16,,,,,,,292,,,FORD_F-150 FFV_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 FFV (Payload Pkg),Pickup Truck - Standard,Conventional/Hybrid,5.0,8,,AS6,X,,16.8,11.8,14.5,19,,,,,,,341,,,FORD_F-150 FFV (Payload Pkg)_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 FFV (Payload Pkg),Pickup Truck - Standard,Conventional/Hybrid,5.0,8,,AS6,E,,20.6,14.3,17.8,16,,,,,,,293,,,FORD_F-150 FFV (Payload Pkg)_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 4X4,Pickup Truck - Standard,Conventional/Hybrid,2.7,6,,AS6,X,,13.1,10.1,11.7,24,,,,,,,275,,,FORD_F-150 4X4_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 4X4,Pickup Truck - Standard,Conventional/Hybrid,3.5,6,,AS6,X,,14.7,10.7,12.9,22,,,,,,,303,,,FORD_F-150 4X4_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 4X4 (Payload Pkg),Pickup Truck - Standard,Conventional/Hybrid,2.7,6,,AS6,X,,13.3,10.7,12.3,23,,,,,,,288,,,FORD_F-150 4X4 (Payload Pkg)_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 4X4 (Payload Pkg),Pickup Truck - Standard,Conventional/Hybrid,3.5,6,,AS6,X,,15.6,11.7,13.8,20,,,,,,,324,,,FORD_F-150 4X4 (Payload Pkg)_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 FFV 4X4,Pickup Truck - Standard,Conventional/Hybrid,3.5,6,,A6,X,,14.0,10.6,12.5,23,,,,,,,292,,,FORD_F-150 FFV 4X4_Pickup Truck - Standard_Conventional/Hybrid_A6
,FORD,F-150 FFV 4X4,Pickup Truck - Standard,Conventional/Hybrid,3.5,6,,A6,E,,19.1,14.3,16.9,17,,,,,,,278,,,FORD_F-150 FFV 4X4_Pickup Truck - Standard_Conventional/Hybrid_A6
,FORD,F-150 FFV 4X4,Pickup Truck - Standard,Conventional/Hybrid,5.0,8,,AS6,X,,16.0,11.3,13.8,20,,,,,,,324,,,FORD_F-150 FFV 4X4_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 FFV 4X4,Pickup Truck - Standard,Conventional/Hybrid,5.0,8,,AS6,E,,21.6,15.1,18.7,15,,,,,,,306,,,FORD_F-150 FFV 4X4_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 FFV 4X4 (Payload Pkg),Pickup Truck - Standard,Conventional/Hybrid,5.0,8,,AS6,X,,16.8,12.4,14.8,19,,,,,,,347,,,FORD_F-150 FFV 4X4 (Payload Pkg)_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,F-150 FFV 4X4 (Payload Pkg),Pickup Truck - Standard,Conventional/Hybrid,5.0,8,,AS6,E,,21.8,15.3,18.8,15,,,,,,,310,,,FORD_F-150 FFV 4X4 (Payload Pkg)_Pickup Truck - Standard_Conventional/Hybrid_AS6
,FORD,FIESTA,Subcompact,Conventional/Hybrid,1.6,4,,AS6,X,,8.7,6.4,7.6,37,,,,,,,180,,,FORD_FIESTA_Subcompact_Conventional/Hybrid_AS6
,FORD,FIESTA,Subcompact,Conventional/Hybrid,1.6,4,,M5,X,,8.5,6.5,7.6,37,,,,,,,179,,,FORD_FIESTA_Subcompact_Conventional/Hybrid_M5
,FORD,FIESTA SFE,Subcompact,Conventional/Hybrid,1.0,3,,M5,X,,7.5,5.5,6.6,43,,,,,,,153,,,FORD_FIESTA SFE_Subcompact_Conventional/Hybrid_M5
