Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating,vehicle_id
,ACURA,ILX,Compact,Conventional/Hybrid,2.0,4,,AS5,Z,,9.9,6.7,8.5,33,,,,,,,196,,,ACURA_ILX_Compact_Conventional/Hybrid_AS5
,ACURA,ILX,Compact,Conventional/Hybrid,2.4,4,,M6,Z,,11.2,7.7,9.6,29,,,,,,,221,,,ACURA_ILX_Compact_Conventional/Hybrid_M6
,ACURA,ILX HYBRID,Compact,Conventional/Hybrid,1.5,4,,AV7,Z,,6.0,5.8,5.9,48,,,,,,,136,,,ACURA_ILX HYBRID_Compact_Conventional/Hybrid_AV7
,ACURA,MDX 4WD,Suv - Small,Conventional/Hybrid,3.5,6,,AS6,Z,,12.7,9.1,11.1,25,,,,,,,255,,,ACURA_MDX 4WD_Suv - Small_Conventional/Hybrid_AS6
,ACURA,RDX AWD,Suv - Small,Conventional/Hybrid,3.5,6,,AS6,Z,,12.1,8.7,10.6,27,,,,,,,244,,,ACURA_RDX AWD_Suv - Small_Conventional/Hybrid_AS6
,ACURA,RLX,Mid-Size,Conventional/Hybrid,3.5,6,,AS6,Z,,11.9,7.7,10.0,28,,,,,,,230,,,ACURA_RLX_Mid-Size_Conventional/Hybrid_AS6
,ACURA,TL,Mid-Size,Conventional/Hybrid,3.5,6,,AS6,Z,,11.8,8.1,10.1,28,,,,,,,232,,,ACURA_TL_Mid-Size_Conventional/Hybrid_AS6
,ACURA,TL AWD,Mid-Size,Conventional/Hybrid,3.7,6,,AS6,Z,,12.8,9.0,11.1,25,,,,,,,255,,,ACURA_TL AWD_Mid-Size_Conventional/Hybrid_AS6
,ACURA,TL AWD,Mid-Size,Conventional/Hybrid,3.7,6,,M6,Z,,13.4,9.5,11.6,24,,,,,,,267,,,ACURA_TL AWD_Mid-Size_Conventional/Hybrid_M6
,ACURA,TSX,Compact,Conventional/Hybrid,2.4,4,,AS5,Z,,10.6,7.5,9.2,31,,,,,,,212,,,ACURA_TSX_Compact_Conventional/Hybrid_AS5
,ACURA,TSX,Compact,Conventional/Hybrid,2.4,4,,M6,Z,,11.2,8.1,9.8,29,,,,,,,225,,,ACURA_TSX_Compact_Conventional/Hybrid_M6
,ACURA,TSX,Compact,Conventional/Hybrid,3.5,6,,AS5,Z,,12.1,8.3,10.4,27,,,,,,,239,,,ACURA_TSX_Compact_Conventional/Hybrid_AS5
,ALFA ROMEO,4C,Two-Seater,Conventional/Hybrid,1.8,4,,AM6,Z,,9.7,6.9,8.4,34,,,,,,,193,,,ALFA ROMEO_4C_Two-Seater_Conventional/Hybrid_AM6
,ASTON MARTIN,DB9,Minicompact,Conventional/Hybrid,5.9,12,,A6,Z,,18.0,12.6,15.6,18,,,,,,,359,,,ASTON MARTIN_DB9_Minicompact_Conventional/Hybrid_A6
,ASTON MARTIN,RAPIDE,Subcompact,Conventional/Hybrid,5.9,12,,A6,Z,,18.0,12.6,15.6,18,,,,,,,359,,,ASTON MARTIN_RAPIDE_Subcompact_Conventional/Hybrid_A6
,ASTON MARTIN,V8 VANTAGE,Two-Seater,Conventional/Hybrid,4.7,8,,AM7,Z,,17.4,11.3,14.7,19,,,,,,,338,,,ASTON MARTIN_V8 VANTAGE_Two-Seater_Conventional/Hybrid_AM7
,ASTON MARTIN,V8 VANTAGE,Two-Seater,Conventional/Hybrid,4.7,8,,M6,Z,,18.1,12.2,15.4,18,,,,,,,354,,,ASTON MARTIN_V8 VANTAGE_Two-Seater_Conventional/Hybrid_M6
,ASTON MARTIN,V8 VANTAGE S,Two-Seater,Conventional/Hybrid,4.7,8,,AM7,Z,,17.4,11.3,14.7,19,,,,,,,338,,,ASTON MARTIN_V8 VANTAGE S_Two-Seater_Conventional/Hybrid_AM7
,ASTON MARTIN,V8 VANTAGE S,Two-Seater,Conventional/Hybrid,4.7,8,,M6,Z,,18.1,12.2,15.4,18,,,,,,,354,,,ASTON MARTIN_V8 VANTAGE S_Two-Seater_Conventional/Hybrid_M6
,ASTON MARTIN,VANQUISH,Minicompact,Conventional/Hybrid,5.9,12,,A6,Z,,18.0,12.6,15.6,18,,,,,,,359,,,ASTON MARTIN_VANQUISH_Minicompact_Conventional/Hybrid_A6
,AUDI,A4,Compact,Conventional/Hybrid,2.0,4,,AV8,Z,,9.9,7.4,8.8,32,,,,,,,202,,,AUDI_A4_Compact_Conventional/Hybrid_AV8
,AUDI,A4 QUATTRO,Compact,Conventional/Hybrid,2.0,4,,AS8,Z,,11.5,8.1,10.0,28,,,,,,,230,,,AUDI_A4 QUATTRO_Compact_Conventional/Hybrid_AS8
,AUDI,A4 QUATTRO,Compact,Conventional/Hybrid,2.0,4,,M6,Z,,10.8,7.5,9.3,30,,,,,,,214,,,AUDI_A4 QUATTRO_Compact_Conventional/Hybrid_M6
,AUDI,A5 CABRIOLET QUATTRO,Subcompact,Conventional/Hybrid,2.0,4,,AS8,Z,,11.5,8.1,10.0,28,,,,,,,230,,,AUDI_A5 CABRIOLET QUATTRO_Subcompact_Conventional/Hybrid_AS8
,AUDI,A5 QUATTRO,Subcompact,Conventional/Hybrid,2.0,4,,AS8,Z,,11.5,8.1,10.0,28,,,,,,,230,,,AUDI_A5 QUATTRO_Subcompact_Conventional/Hybrid_AS8
,AUDI,A5 QUATTRO,Subcompact,Conventional/Hybrid,2.0,4,,M6,Z,,10.8,7.5,9.3,30,,,,,,,214,,,AUDI_A5 QUATTRO_Subcompact_Conventional/Hybrid_M6
,AUDI,A6 QUATTRO,Mid-Size,Conventional/Hybrid,2.0,4,,AS8,Z,,12.0,8.1,10.2,28,,,,,,,235,,,AUDI_A6 QUATTRO_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A6 QUATTRO,Mid-Size,Conventional/Hybrid,3.0,6,,AS8,Z,,12.8,8.6,10.9,26,,,,,,,251,,,AUDI_A6 QUATTRO_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A6 QUATTRO TDI (modified),Mid-Size,Conventional/Hybrid,3.0,6,,AS8,D,,9.8,6.2,8.1,35,,,,,,,217,,,AUDI_A6 QUATTRO TDI (modified)_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A7 QUATTRO,Mid-Size,Conventional/Hybrid,3.0,6,,AS8,Z,,13.3,8.5,11.2,25,,,,,,,262,,,AUDI_A7 QUATTRO_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A7 QUATTRO TDI (modified),Mid-Size,Conventional/Hybrid,3.0,6,,AS8,D,,9.8,6.2,8.1,35,,,,,,,217,,,AUDI_A7 QUATTRO TDI (modified)_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A8,Mid-Size,Conventional/Hybrid,3.0,6,,AS8,Z,,13.1,8.8,11.2,25,,,,,,,258,,,AUDI_A8_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A8,Mid-Size,Conventional/Hybrid,4.0,8,,AS8,Z,,13.7,8.3,11.3,25,,,,,,,265,,,AUDI_A8_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A8 TDI (modified),Mid-Size,Conventional/Hybrid,3.0,6,,AS8,D,,9.8,6.5,8.4,34,,,,,,,224,,,AUDI_A8 TDI (modified)_Mid-Size_Conventional/Hybrid_AS8
,AUDI,A8L,Full-Size,Conventional/Hybrid,3.0,6,,AS8,Z,,13.1,8.8,11.2,25,,,,,,,258,,,AUDI_A8L_Full-Size_Conventional/Hybrid_AS8
,AUDI,A8L,Full-Size,Conventional/Hybrid,4.0,8,,AS8,Z,,14.7,9.7,12.5,23,,,,,,,288,,,AUDI_A8L_Full-Size_Conventional/Hybrid_AS8
,AUDI,A8L,Full-Size,Conventional/Hybrid,6.3,12,,AS8,Z,,18.7,11.5,15.5,18,,,,,,,363,,,AUDI_A8L_Full-Size_Conventional/Hybrid_AS8
,AUDI,A8L TDI (modified),Full-Size,Conventional/Hybrid,3.0,6,,AS8,D,,9.8,6.5,8.4,34,,,,,,,224,,,AUDI_A8L TDI (modified)_Full-Size_Conventional/Hybrid_AS8
,AUDI,ALLROAD QUATTRO,Station Wagon - Small,Conventional/Hybrid,2.0,4,,AS8,Z,,11.8,8.8,10.5,27,,,,,,,242,,,AUDI_ALLROAD QUATTRO_Station Wagon - Small_Conventional/Hybrid_AS8
,AUDI,Q5,Suv - Small,Conventional/Hybrid,2.0,4,,AS8,Z,,12.0,8.5,10.4,27,,,,,,,239,,,AUDI_Q5_Suv - Small_Conventional/Hybrid_AS8
,AUDI,Q5,Suv - Small,Conventional/Hybrid,3.0,6,,AS8,Z,,12.9,9.2,11.2,25,,,,,,,258,,,AUDI_Q5_Suv - Small_Conventional/Hybrid_AS8
,AUDI,Q5 TDI (modified),Suv - Small,Conventional/Hybrid,3.0,6,,AS8,D,,10.2,7.8,9.0,31,,,,,,,244,,,AUDI_Q5 TDI (modified)_Suv - Small_Conventional/Hybrid_AS8
,AUDI,Q5 HYBRID,Suv - Small,Conventional/Hybrid,2.0,4,,AS8,Z,,9.9,8.3,9.2,31,,,,,,,212,,,AUDI_Q5 HYBRID_Suv - Small_Conventional/Hybrid_AS8
,AUDI,Q7,Suv - Standard,Conventional/Hybrid,3.0,6,,AS8,Z,,15.1,10.9,13.2,21,,,,,,,304,,,AUDI_Q7_Suv - Standard_Conventional/Hybrid_AS8
,AUDI,Q7 TDI (modified),Suv - Standard,Conventional/Hybrid,3.0,6,,AS8,D,,12.4,8.7,10.7,26,,,,,,,290,,,AUDI_Q7 TDI (modified)_Suv - Standard_Conventional/Hybrid_AS8
,AUDI,R8,Two-Seater,Conventional/Hybrid,4.2,8,,A7,Z,,17.6,11.0,14.6,19,,,,,,,336,,,AUDI_R8_Two-Seater_Conventional/Hybrid_A7
,AUDI,R8,Two-Seater,Conventional/Hybrid,4.2,8,,M6,Z,,21.2,13.4,17.7,16,,,,,,,407,,,AUDI_R8_Two-Seater_Conventional/Hybrid_M6
,AUDI,R8,Two-Seater,Conventional/Hybrid,5.2,10,,A7,Z,,18.2,10.6,14.8,19,,,,,,,347,,,AUDI_R8_Two-Seater_Conventional/Hybrid_A7
,AUDI,R8,Two-Seater,Conventional/Hybrid,5.2,10,,M6,Z,,21.1,13.8,17.8,16,,,,,,,409,,,AUDI_R8_Two-Seater_Conventional/Hybrid_M6
,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,4.2,8,,A7,Z,,17.6,11.0,14.6,19,,,,,,,336,,,AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_A7
,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,4.2,8,,M6,Z,,21.2,13.4,17.7,16,,,,,,,407,,,AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_M6
,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,5.2,10,,A7,Z,,18.2,10.6,14.8,19,,,,,,,347,,,AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_A7
,AUDI,R8 SPYDER,Two-Seater,Conventional/Hybrid,5.2,10,,M6,Z,,21.1,13.8,17.8,16,,,,,,,409,,,AUDI_R8 SPYDER_Two-Seater_Conventional/Hybrid_M6
,AUDI,RS 5,Subcompact,Conventional/Hybrid,4.2,8,,A7,Z,,15.3,10.9,13.3,21,,,,,,,306,,,AUDI_RS 5_Subcompact_Conventional/Hybrid_A7
,AUDI,RS 5 CABRIOLET,Subcompact,Conventional/Hybrid,4.2,8,,A7,Z,,15.2,11.3,13.4,21,,,,,,,308,,,AUDI_RS 5 CABRIOLET_Subcompact_Conventional/Hybrid_A7
,AUDI,RS 7,Mid-Size,Conventional/Hybrid,4.0,8,,AS8,Z,,15.5,8.8,12.5,23,,,,,,,293,,,AUDI_RS 7_Mid-Size_Conventional/Hybrid_AS8
,AUDI,S4,Compact,Conventional/Hybrid,3.0,6,,A7,Z,,13.2,9.2,11.4,25,,,,,,,262,,,AUDI_S4_Compact_Conventional/Hybrid_A7
,AUDI,S4,Compact,Conventional/Hybrid,3.0,6,,M6,Z,,14.6,9.8,12.4,23,,,,,,,285,,,AUDI_S4_Compact_Conventional/Hybrid_M6
,AUDI,S5,Subcompact,Conventional/Hybrid,3.0,6,,A7,Z,,13.2,9.2,11.4,25,,,,,,,262,,,AUDI_S5_Subcompact_Conventional/Hybrid_A7
,AUDI,S5,Subcompact,Conventional/Hybrid,3.0,6,,M6,Z,,14.6,9.8,12.4,23,,,,,,,285,,,AUDI_S5_Subcompact_Conventional/Hybrid_M6
,AUDI,S5 CABRIOLET,Subcompact,Conventional/Hybrid,3.0,6,,A7,Z,,13.3,9.5,11.6,24,,,,,,,267,,,AUDI_S5 CABRIOLET_Subcompact_Conventional/Hybrid_A7
,AUDI,S6,Mid-Size,Conventional/Hybrid,4.0,8,,A7,Z,,14.2,9.7,12.2,23,,,,,,,281,,,AUDI_S6_Mid-Size_Conventional/Hybrid_A7
,AUDI,S7,Mid-Size,Conventional/Hybrid,4.0,8,,A7,Z,,14.2,9.7,12.2,23,,,,,,,281,,,AUDI_S7_Mid-Size_Conventional/Hybrid_A7
,AUDI,S8,Mid-Size,Conventional/Hybrid,4.0,8,,AS8,Z,,15.8,9.2,12.8,22,,,,,,,300,,,AUDI_S8_Mid-Size_Conventional/Hybrid_AS8
,AUDI,SQ5,Suv - Small,Conventional/Hybrid,3.0,6,,AS8,Z,,14.9,10.1,12.7,22,,,,,,,292,,,AUDI_SQ5_Suv - Small_Conventional/Hybrid_AS8
,AUDI,TT COUPE QUATTRO,Subcompact,Conventional/Hybrid,2.0,4,,A6,Z,,10.4,7.6,9.1,31,,,,,,,209,,,AUDI_TT COUPE QUATTRO_Subcompact_Conventional/Hybrid_A6
,AUDI,TT ROADSTER QUATTRO,Two-Seater,Conventional/Hybrid,2.0,4,,A6,Z,,10.4,7.6,9.1,31,,,,,,,209,,,AUDI_TT ROADSTER QUATTRO_Two-Seater_Conventional/Hybrid_A6
,AUDI,TTS COUPE QUATTRO,Subcompact,Conventional/Hybrid,2.0,4,,A6,Z,,11.5,8.8,10.3,27,,,,,,,237,,,AUDI_TTS COUPE QUATTRO_Subcompact_Conventional/Hybrid_A6
,AUDI,TTS ROADSTER QUATTRO,Two-Seater,Conventional/Hybrid,2.0,4,,A6,Z,,11.5,8.8,10.3,27,,,,,,,237,,,AUDI_TTS ROADSTER QUATTRO_Two-Seater_Conventional/Hybrid_A6
,BENTLEY,CONTINENTAL GT,Subcompact,Conventional/Hybrid,4.0,8,,AS8,Z,,16.3,9.8,13.4,21,,,,,,,314,,,BENTLEY_CONTINENTAL GT_Subcompact_Conventional/Hybrid_AS8
,BENTLEY,CONTINENTAL GT,Subcompact,Conventional/Hybrid,6.0,12,,AS8,Z,,18.8,11.5,15.5,18,,,,,,,356,,,BENTLEY_CONTINENTAL GT_Subcompact_Conventional/Hybrid_AS8
,BENTLEY,CONTINENTAL GTC,Subcompact,Conventional/Hybrid,4.0,8,,AS8,Z,,17.4,10.2,14.2,20,,,,,,,332,,,BENTLEY_CONTINENTAL GTC_Subcompact_Conventional/Hybrid_AS8
,BENTLEY,CONTINENTAL GTC,Subcompact,Conventional/Hybrid,6.0,12,,AS8,Z,,20.0,12.2,16.5,17,,,,,,,380,,,BENTLEY_CONTINENTAL GTC_Subcompact_Conventional/Hybrid_AS8
,BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,Subcompact,Conventional/Hybrid,6.0,12,,AS8,Z,,20.0,12.2,16.5,17,,,,,,,380,,,BENTLEY_CONTINENTAL GT SPEED CONVERTIBLE_Subcompact_Conventional/Hybrid_AS8
,BENTLEY,FLYING SPUR,Mid-Size,Conventional/Hybrid,6.0,12,,AS8,Z,,20.3,11.9,16.5,17,,,,,,,388,,,BENTLEY_FLYING SPUR_Mid-Size_Conventional/Hybrid_AS8
,BENTLEY,MULSANNE,Mid-Size,Conventional/Hybrid,6.8,8,,AS8,Z,,22.3,14.9,19.0,15,,,,,,,437,,,BENTLEY_MULSANNE_Mid-Size_Conventional/Hybrid_AS8
,BMW,320i,Compact,Conventional/Hybrid,2.0,4,,A8,Z,,10.0,6.5,8.4,34,,,,,,,193,,,BMW_320i_Compact_Conventional/Hybrid_A8
,BMW,320i,Compact,Conventional/Hybrid,2.0,4,,M6,Z,,10.4,6.7,8.7,32,,,,,,,200,,,BMW_320i_Compact_Conventional/Hybrid_M6
,BMW,320i xDRIVE,Compact,Conventional/Hybrid,2.0,4,,A8,Z,,10.2,7.0,8.8,32,,,,,,,202,,,BMW_320i xDRIVE_Compact_Conventional/Hybrid_A8
,BMW,328d xDRIVE,Compact,Conventional/Hybrid,2.0,4,,A8,D,,7.6,5.5,6.7,42,,,,,,,181,,,BMW_328d xDRIVE_Compact_Conventional/Hybrid_A8
,BMW,328d xDRIVE TOURING,Station Wagon - Small,Conventional/Hybrid,2.0,4,,A8,D,,7.6,5.5,6.7,42,,,,,,,181,,,BMW_328d xDRIVE TOURING_Station Wagon - Small_Conventional/Hybrid_A8
,BMW,328i,Compact,Conventional/Hybrid,2.0,4,,A8,Z,,10.0,6.5,8.4,34,,,,,,,193,,,BMW_328i_Compact_Conventional/Hybrid_A8
,BMW,328i,Compact,Conventional/Hybrid,2.0,4,,M6,Z,,10.4,6.7,8.7,32,,,,,,,200,,,BMW_328i_Compact_Conventional/Hybrid_M6
,BMW,328i xDRIVE,Compact,Conventional/Hybrid,2.0,4,,A8,Z,,10.6,7.2,9.1,31,,,,,,,209,,,BMW_328i xDRIVE_Compact_Conventional/Hybrid_A8
,BMW,328i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,2.0,4,,A8,Z,,10.6,7.2,9.1,31,,,,,,,209,,,BMW_328i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8
,BMW,328i xDRIVE TOURING,Station Wagon - Small,Conventional/Hybrid,2.0,4,,A8,Z,,10.6,7.2,9.1,31,,,,,,,209,,,BMW_328i xDRIVE TOURING_Station Wagon - Small_Conventional/Hybrid_A8
,BMW,335i,Compact,Conventional/Hybrid,3.0,6,,A8,Z,,11.4,7.3,9.6,29,,,,,,,221,,,BMW_335i_Compact_Conventional/Hybrid_A8
,BMW,335i,Compact,Conventional/Hybrid,3.0,6,,M6,Z,,11.8,7.9,10.0,28,,,,,,,230,,,BMW_335i_Compact_Conventional/Hybrid_M6
,BMW,335i xDRIVE,Compact,Conventional/Hybrid,3.0,6,,A8,Z,,11.7,7.8,9.9,29,,,,,,,228,,,BMW_335i xDRIVE_Compact_Conventional/Hybrid_A8
,BMW,335i xDRIVE,Compact,Conventional/Hybrid,3.0,6,,M6,Z,,11.9,8.3,10.3,27,,,,,,,237,,,BMW_335i xDRIVE_Compact_Conventional/Hybrid_M6
,BMW,335i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,3.0,6,,A8,Z,,11.9,8.0,10.1,28,,,,,,,232,,,BMW_335i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8
,BMW,428i COUPE,Compact,Conventional/Hybrid,2.0,4,,A8,Z,,10.0,6.5,8.4,34,,,,,,,193,,,BMW_428i COUPE_Compact_Conventional/Hybrid_A8
,BMW,428i COUPE,Compact,Conventional/Hybrid,2.0,4,,M6,Z,,10.4,6.7,8.7,32,,,,,,,200,,,BMW_428i COUPE_Compact_Conventional/Hybrid_M6
,BMW,428i xDRIVE COUPE,Compact,Conventional/Hybrid,2.0,4,,A8,Z,,10.6,7.2,9.1,31,,,,,,,209,,,BMW_428i xDRIVE COUPE_Compact_Conventional/Hybrid_A8
,BMW,435i COUPE,Compact,Conventional/Hybrid,3.0,6,,A8,Z,,11.4,7.3,9.6,29,,,,,,,221,,,BMW_435i COUPE_Compact_Conventional/Hybrid_A8
,BMW,435i COUPE,Compact,Conventional/Hybrid,3.0,6,,M6,Z,,11.8,7.9,10.0,28,,,,,,,230,,,BMW_435i COUPE_Compact_Conventional/Hybrid_M6
,BMW,435i xDRIVE COUPE,Compact,Conventional/Hybrid,3.0,6,,A8,Z,,11.7,7.8,9.9,29,,,,,,,228,,,BMW_435i xDRIVE COUPE_Compact_Conventional/Hybrid_A8
,BMW,435i xDRIVE COUPE,Compact,Conventional/Hybrid,3.0,6,,M6,Z,,11.9,8.3,10.3,27,,,,,,,237,,,BMW_435i xDRIVE COUPE_Compact_Conventional/Hybrid_M6
,BMW,528i,Mid-Size,Conventional/Hybrid,2.0,4,,A8,Z,,10.2,7.0,8.8,32,,,,,,,202,,,BMW_528i_Mid-Size_Conventional/Hybrid_A8
,BMW,528i xDRIVE,Mid-Size,Conventional/Hybrid,2.0,4,,A8,Z,,10.6,7.2,9.1,31,,,,,,,209,,,BMW_528i xDRIVE_Mid-Size_Conventional/Hybrid_A8
,BMW,535d xDRIVE,Mid-Size,Conventional/Hybrid,3.0,6,,A8,D,,9.2,6.4,7.9,36,,,,,,,213,,,BMW_535d xDRIVE_Mid-Size_Conventional/Hybrid_A8
,BMW,535i xDRIVE,Mid-Size,Conventional/Hybrid,3.0,6,,A8,Z,,11.9,8.0,10.1,28,,,,,,,232,,,BMW_535i xDRIVE_Mid-Size_Conventional/Hybrid_A8
,BMW,535i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,3.0,6,,A8,Z,,12.5,8.6,10.7,26,,,,,,,246,,,BMW_535i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8
,BMW,550i xDRIVE,Mid-Size,Conventional/Hybrid,4.4,8,,A8,Z,,14.4,9.6,12.2,23,,,,,,,281,,,BMW_550i xDRIVE_Mid-Size_Conventional/Hybrid_A8
,BMW,550i xDRIVE GRAN TURISMO,Full-Size,Conventional/Hybrid,4.4,8,,A8,Z,,15.0,9.8,12.7,22,,,,,,,292,,,BMW_550i xDRIVE GRAN TURISMO_Full-Size_Conventional/Hybrid_A8
,BMW,640i xDRIVE GRAN COUPE,Compact,Conventional/Hybrid,3.0,6,,A8,Z,,11.9,8.0,10.1,28,,,,,,,232,,,BMW_640i xDRIVE GRAN COUPE_Compact_Conventional/Hybrid_A8
,BMW,650i xDRIVE CABRIOLET,Subcompact,Conventional/Hybrid,4.4,8,,A8,Z,,15.0,9.8,12.7,22,,,,,,,292,,,BMW_650i xDRIVE CABRIOLET_Subcompact_Conventional/Hybrid_A8
,BMW,650i xDRIVE COUPE,Compact,Conventional/Hybrid,4.4,8,,A8,Z,,14.4,9.6,12.2,23,,,,,,,281,,,BMW_650i xDRIVE COUPE_Compact_Conventional/Hybrid_A8
,BMW,650i xDRIVE GRAN COUPE,Compact,Conventional/Hybrid,4.4,8,,A8,Z,,15.0,9.8,12.7,22,,,,,,,292,,,BMW_650i xDRIVE GRAN COUPE_Compact_Conventional/Hybrid_A8
,BMW,740Li xDRIVE,Full-Size,Conventional/Hybrid,3.0,6,,A8,Z,,12.5,8.6,10.7,26,,,,,,,246,,,BMW_740Li xDRIVE_Full-Size_Conventional/Hybrid_A8
,BMW,750i xDRIVE,Full-Size,Conventional/Hybrid,4.4,8,,A8,Z,,15.0,9.8,12.7,22,,,,,,,292,,,BMW_750i xDRIVE_Full-Size_Conventional/Hybrid_A8
,BMW,750Li xDRIVE,Full-Size,Conventional/Hybrid,4.4,8,,A8,Z,,15.0,9.8,12.7,22,,,,,,,292,,,BMW_750Li xDRIVE_Full-Size_Conventional/Hybrid_A8
,BMW,760Li,Full-Size,Conventional/Hybrid,6.0,12,,A8,Z,,18.7,11.5,15.5,18,,,,,,,356,,,BMW_760Li_Full-Size_Conventional/Hybrid_A8
,BMW,ACTIVEHYBRID 3,Compact,Conventional/Hybrid,3.0,6,,A8,Z,,9.2,7.1,8.3,34,,,,,,,191,,,BMW_ACTIVEHYBRID 3_Compact_Conventional/Hybrid_A8
,BMW,ACTIVEHYBRID 5,Mid-Size,Conventional/Hybrid,3.0,6,,A8,Z,,10.5,7.9,9.3,30,,,,,,,214,,,BMW_ACTIVEHYBRID 5_Mid-Size_Conventional/Hybrid_A8
,BMW,ACTIVEHYBRID 7L,Full-Size,Conventional/Hybrid,3.0,6,,A8,Z,,10.5,7.6,9.2,31,,,,,,,212,,,BMW_ACTIVEHYBRID 7L_Full-Size_Conventional/Hybrid_A8
,BMW,ALPINA B7 xDRIVE LWB,Full-Size,Conventional/Hybrid,4.4,8,,A8,Z,,15.0,9.8,12.7,22,,,,,,,292,,,BMW_ALPINA B7 xDRIVE LWB_Full-Size_Conventional/Hybrid_A8
,BMW,ALPINA B7 xDRIVE SWB,Full-Size,Conventional/Hybrid,4.4,8,,A8,Z,,15.0,9.8,12.7,22,,,,,,,292,,,BMW_ALPINA B7 xDRIVE SWB_Full-Size_Conventional/Hybrid_A8
,BMW,M5,Mid-Size,Conventional/Hybrid,4.4,8,,AM7,Z,,17.3,11.5,14.7,19,,,,,,,338,,,BMW_M5_Mid-Size_Conventional/Hybrid_AM7
,BMW,M5,Mid-Size,Conventional/Hybrid,4.4,8,,M6,Z,,16.2,10.9,13.8,20,,,,,,,317,,,BMW_M5_Mid-Size_Conventional/Hybrid_M6
,BMW,M6,Compact,Conventional/Hybrid,4.4,8,,AM7,Z,,17.3,11.5,14.7,19,,,,,,,338,,,BMW_M6_Compact_Conventional/Hybrid_AM7
,BMW,M6,Compact,Conventional/Hybrid,4.4,8,,M6,Z,,16.2,10.9,13.8,20,,,,,,,317,,,BMW_M6_Compact_Conventional/Hybrid_M6
,BMW,M6 CABRIOLET,Subcompact,Conventional/Hybrid,4.4,8,,AM7,Z,,17.3,11.5,14.7,19,,,,,,,338,,,BMW_M6 CABRIOLET_Subcompact_Conventional/Hybrid_AM7
,BMW,M6 CABRIOLET,Subcompact,Conventional/Hybrid,4.4,8,,M6,Z,,16.2,10.9,13.8,20,,,,,,,317,,,BMW_M6 CABRIOLET_Subcompact_Conventional/Hybrid_M6
,BMW,M6 GRAN COUPE,Compact,Conventional/Hybrid,4.4,8,,AM7,Z,,17.3,11.5,14.7,19,,,,,,,338,,,BMW_M6 GRAN COUPE_Compact_Conventional/Hybrid_AM7
,BMW,M6 GRAN COUPE,Compact,Conventional/Hybrid,4.4,8,,M6,Z,,16.2,10.9,13.8,20,,,,,,,317,,,BMW_M6 GRAN COUPE_Compact_Conventional/Hybrid_M6
,BMW,X1 xDRIVE28i,Suv - Small,Conventional/Hybrid,2.0,4,,A8,Z,,10.6,7.2,9.1,31,,,,,,,209,,,BMW_X1 xDRIVE28i_Suv - Small_Conventional/Hybrid_A8
,BMW,X1 xDRIVE35i,Suv - Small,Conventional/Hybrid,3.0,6,,A6,Z,,13.2,8.9,11.3,25,,,,,,,260,,,BMW_X1 xDRIVE35i_Suv - Small_Conventional/Hybrid_A6
,BMW,X3 xDRIVE28i,Suv - Small,Conventional/Hybrid,2.0,4,,A8,Z,,11.2,8.5,10.0,28,,,,,,,230,,,BMW_X3 xDRIVE28i_Suv - Small_Conventional/Hybrid_A8
,BMW,X3 xDRIVE35i,Suv - Small,Conventional/Hybrid,3.0,6,,A8,Z,,12.6,9.1,11.0,26,,,,,,,253,,,BMW_X3 xDRIVE35i_Suv - Small_Conventional/Hybrid_A8
,BMW,X5 xDRIVE35i,Suv - Standard,Conventional/Hybrid,3.0,6,,A8,Z,,12.9,8.8,11.1,25,,,,,,,255,,,BMW_X5 xDRIVE35i_Suv - Standard_Conventional/Hybrid_A8
