Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating
,JEEP,CHEROKEE TRAILHAWK 4X4,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,12.1,9.4,10.9,26.0,,,,,,,255,,
,JEEP,CHEROKEE TRAILHAWK 4X4,Suv - Small,Conventional/Hybrid,3.2,6.0,,A9,X,,12.2,9.0,10.8,26.0,,,,,,,253,,
,JEEP,COMPASS,Suv - Small,Conventional/Hybrid,2.0,4.0,,AV,X,,10.8,8.9,10.0,28.0,,,,,,,234,,
,JEEP,COMPASS,Suv - Small,Conventional/Hybrid,2.0,4.0,,M5,X,,10.3,7.8,9.2,31.0,,,,,,,214,,
,JEEP,COMPASS,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,11.2,8.6,10.0,28.0,,,,,,,235,,
,JEEP,COMPASS,Suv - Small,Conventional/Hybrid,2.4,4.0,,M5,X,,10.2,8.2,9.3,30.0,,,,,,,218,,
,JEEP,COMPASS 4X4,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,11.7,9.1,10.5,27.0,,,,,,,248,,
,JEEP,COMPASS 4X4,Suv - Small,Conventional/Hybrid,2.4,4.0,,M5,X,,10.6,8.6,9.7,29.0,,,,,,,228,,
,JEEP,COMPASS 4X4 TRAIL RATED,Suv - Small,Conventional/Hybrid,2.4,4.0,,AV,X,,11.7,10.3,11.1,25.0,,,,,,,259,,
,JEEP,GRAND CHEROKEE 4X4,Suv - Standard,Conventional/Hybrid,3.6,6.0,,A8,X,,12.8,9.5,11.3,25.0,,,,,,,265,,
,JEEP,GRAND CHEROKEE 4X4 (MDS),Suv - Standard,Conventional/Hybrid,5.7,8.0,,A8,X,,16.7,10.7,14.0,20.0,,,,,,,329,,
,JEEP,GRAND CHEROKEE 4X4 DIESEL,Suv - Standard,Conventional/Hybrid,3.0,6.0,,A8,D,,11.2,8.4,9.9,29.0,,,,,,,267,,
,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),Suv - Standard,Conventional/Hybrid,6.4,8.0,,A8,Z,,18.5,12.6,15.8,18.0,,,,,,,370,,
,JEEP,PATRIOT,Suv - Small,Conventional/Hybrid,2.0,4.0,,AV,X,,10.8,8.9,10.0,28.0,,,,,,,234,,
,JEEP,PATRIOT,Suv - Small,Conventional/Hybrid,2.0,4.0,,M5,X,,10.3,7.8,9.2,31.0,,,,,,,214,,
,JEEP,PATRIOT,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,11.2,8.6,10.0,28.0,,,,,,,235,,
,JEEP,PATRIOT,Suv - Small,Conventional/Hybrid,2.4,4.0,,M5,X,,10.2,8.2,9.3,30.0,,,,,,,218,,
,JEEP,PATRIOT 4X4,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,11.7,9.1,10.5,27.0,,,,,,,248,,
,JEEP,PATRIOT 4X4,Suv - Small,Conventional/Hybrid,2.4,4.0,,M5,X,,10.6,8.6,9.7,29.0,,,,,,,228,,
,JEEP,PATRIOT 4X4 TRAIL RATED,Suv - Small,Conventional/Hybrid,2.4,4.0,,AV,X,,11.7,10.3,11.1,25.0,,,,,,,259,,
,JEEP,RENEGADE,Suv - Small,Conventional/Hybrid,1.4,4.0,,M6,X,,9.9,7.5,8.8,32.0,,,,,,,207,,
,JEEP,RENEGADE FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,10.8,7.7,9.4,30.0,,,,,,,220,,
,JEEP,RENEGADE FFV,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,E,,14.2,9.9,12.2,23.0,,,,,,,201,,
,JEEP,RENEGADE 4X4,Suv - Small,Conventional/Hybrid,1.4,4.0,,M6,X,,9.9,7.5,8.8,32.0,,,,,,,203,,
,JEEP,RENEGADE 4X4,Suv - Small,Conventional/Hybrid,2.4,4.0,,A9,X,,11.2,8.0,9.8,29.0,,,,,,,229,,
,JEEP,WRANGLER 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,A5,X,,14.1,11.1,12.8,22.0,,,,,,,299,,
,JEEP,WRANGLER 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,M6,X,,14.2,11.0,12.8,22.0,,,,,,,299,,
,JEEP,WRANGLER UNLIMITED 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,A5,X,,14.8,11.7,13.4,21.0,,,,,,,314,,
,JEEP,WRANGLER UNLIMITED 4X4,Suv - Small,Conventional/Hybrid,3.6,6.0,,M6,X,,15.0,11.4,13.4,21.0,,,,,,,312,,
,KIA,CADENZA,Full-Size,Conventional/Hybrid,3.3,6.0,,AS6,X,,12.7,8.4,10.7,26.0,,,,,,,251,,
,KIA,FORTE,Mid-Size,Conventional/Hybrid,1.8,4.0,,AS6,X,,8.9,6.1,7.6,37.0,,,,,,,179,,
,KIA,FORTE,Mid-Size,Conventional/Hybrid,1.8,4.0,,M6,X,,9.3,6.3,7.9,36.0,,,,,,,186,,
,KIA,FORTE,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.7,6.7,8.3,34.0,,,,,,,196,,
,KIA,FORTE,Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,9.8,6.9,8.5,33.0,,,,,,,198,,
,KIA,FORTE 5,Full-Size,Conventional/Hybrid,1.6,4.0,,AS6,X,,11.1,8.0,9.7,29.0,,,,,,,228,,
,KIA,FORTE 5,Full-Size,Conventional/Hybrid,1.6,4.0,,M6,X,,11.1,8.2,9.8,29.0,,,,,,,227,,
,KIA,FORTE 5,Full-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.5,7.2,8.5,33.0,,,,,,,199,,
,KIA,FORTE 5,Full-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,9.7,6.9,8.4,34.0,,,,,,,197,,
,KIA,FORTE KOUP,Compact,Conventional/Hybrid,1.6,4.0,,AS6,X,,10.6,7.8,9.4,30.0,,,,,,,218,,
,KIA,FORTE KOUP,Compact,Conventional/Hybrid,1.6,4.0,,M6,X,,10.8,8.1,9.6,29.0,,,,,,,222,,
,KIA,FORTE KOUP,Compact,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.7,7.1,8.6,33.0,,,,,,,200,,
,KIA,FORTE KOUP,Compact,Conventional/Hybrid,2.0,4.0,,M6,X,,10.0,7.4,8.8,32.0,,,,,,,206,,
,KIA,K900,Full-Size,Conventional/Hybrid,3.8,6.0,,AS8,X,,13.9,9.2,11.8,24.0,,,,,,,278,,
,KIA,K900,Full-Size,Conventional/Hybrid,5.0,8.0,,AS8,X,,15.6,10.6,13.4,21.0,,,,,,,318,,
,KIA,OPTIMA,Full-Size,Conventional/Hybrid,1.6,4.0,,AM7,X,,8.4,6.1,7.4,38.0,,,,,,,175,,
,KIA,OPTIMA,Full-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,10.9,7.4,9.3,30.0,,,,,,,222,,
,KIA,OPTIMA,Full-Size,Conventional/Hybrid,2.4,4.0,,AS6,X,,9.4,6.5,8.1,35.0,,,,,,,193,,
,KIA,OPTIMA HYBRID,Mid-Size,Conventional/Hybrid,2.4,4.0,,AM6,X,,6.6,5.9,6.3,45.0,,,,,,,147,,
,KIA,OPTIMA HYBRID EX,Mid-Size,Conventional/Hybrid,2.4,4.0,,AM6,X,,6.7,6.1,6.4,44.0,,,,,,,150,,
,KIA,RIO,Compact,Conventional/Hybrid,1.6,4.0,,AS6,X,,8.7,6.3,7.7,37.0,,,,,,,178,,
,KIA,RIO,Compact,Conventional/Hybrid,1.6,4.0,,M6,X,,8.8,6.4,7.7,37.0,,,,,,,179,,
,KIA,RIO ECO,Compact,Conventional/Hybrid,1.6,4.0,,AS6,X,,8.5,6.3,7.6,37.0,,,,,,,175,,
,KIA,RONDO,Station Wagon - Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,10.1,7.6,9.0,31.0,,,,,,,214,,
,KIA,RONDO,Station Wagon - Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,10.4,7.8,9.3,30.0,,,,,,,220,,
,KIA,SEDONA,Minivan,Conventional/Hybrid,3.3,6.0,,AS6,X,,13.2,9.7,11.6,24.0,,,,,,,275,,
,KIA,SEDONA SX,Minivan,Conventional/Hybrid,3.3,6.0,,AS6,X,,12.9,9.5,11.4,25.0,,,,,,,269,,
,KIA,SEDONA SXL,Minivan,Conventional/Hybrid,3.3,6.0,,AS6,X,,14.2,10.5,12.5,23.0,,,,,,,296,,
,KIA,SORENTO,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,11.7,8.6,10.3,27.0,,,,,,,245,,
,KIA,SORENTO,Suv - Small,Conventional/Hybrid,2.4,4.0,,AS6,X,,11.1,8.2,9.8,29.0,,,,,,,233,,
,KIA,SORENTO AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,12.3,9.3,10.9,26.0,,,,,,,259,,
,KIA,SORENTO AWD,Suv - Small,Conventional/Hybrid,2.4,4.0,,AS6,X,,11.4,9.2,10.4,27.0,,,,,,,245,,
,KIA,SORENTO AWD,Suv - Small,Conventional/Hybrid,3.3,6.0,,AS6,X,,13.4,9.4,11.6,24.0,,,,,,,275,,
,KIA,SOUL,Station Wagon - Small,Conventional/Hybrid,1.6,4.0,,AS6,X,,9.8,7.8,8.9,32.0,,,,,,,206,,
,KIA,SOUL,Station Wagon - Small,Conventional/Hybrid,1.6,4.0,,M6,X,,9.9,7.8,9.0,31.0,,,,,,,208,,
,KIA,SOUL,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.8,7.5,8.8,32.0,,,,,,,208,,
,KIA,SOUL ECO DYNAMICS,Station Wagon - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.7,7.7,8.8,32.0,,,,,,,208,,
,KIA,SPORTAGE,Suv - Small,Conventional/Hybrid,2.4,4.0,,AS6,X,,11.4,8.3,10.0,28.0,,,,,,,231,,
,KIA,SPORTAGE,Suv - Small,Conventional/Hybrid,2.4,4.0,,M6,X,,12.9,9.2,11.3,25.0,,,,,,,261,,
,KIA,SPORTAGE AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,12.6,9.7,11.3,25.0,,,,,,,261,,
,KIA,SPORTAGE AWD,Suv - Small,Conventional/Hybrid,2.4,4.0,,AS6,X,,12.0,9.3,10.8,26.0,,,,,,,251,,
,LAMBORGHINI,AVENTADOR COUPE,Two-Seater,Conventional/Hybrid,6.5,12.0,,AM7,Z,,22.2,12.7,17.9,16.0,,,,,,,420,,
,LAMBORGHINI,AVENTADOR ROADSTER,Two-Seater,Conventional/Hybrid,6.5,12.0,,AM7,Z,,23.6,14.1,19.3,15.0,,,,,,,452,,
,LAMBORGHINI,HURACAN,Two-Seater,Conventional/Hybrid,5.2,10.0,,AM7,Z,,16.4,11.4,14.2,20.0,,,,,,,331,,
,LAMBORGHINI,HURACAN SPYDER,Two-Seater,Conventional/Hybrid,5.2,10.0,,AM7,Z,,16.9,11.8,14.6,19.0,,,,,,,340,,
,LAND ROVER,DISCOVERY SPORT,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS9,Z,,11.9,9.0,10.6,27.0,,,,,,,248,,
,LAND ROVER,LR4,Suv - Standard,Conventional/Hybrid,3.0,6.0,,AS8,Z,,16.2,12.1,14.3,20.0,,,,,,,336,,
,LAND ROVER,RANGE ROVER,Suv - Standard,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.2,10.2,12.4,23.0,,,,,,,291,,
,LAND ROVER,RANGE ROVER TD6 DIESEL,Suv - Standard,Conventional/Hybrid,3.0,6.0,,AS8,D,,10.6,8.1,9.4,30.0,,,,,,,254,,
,LAND ROVER,RANGE ROVER SUPERCHARGED,Suv - Standard,Conventional/Hybrid,5.0,8.0,,AS8,Z,,17.2,12.5,15.1,19.0,,,,,,,356,,
,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,Suv - Standard,Conventional/Hybrid,5.0,8.0,,AS8,Z,,17.2,12.5,15.1,19.0,,,,,,,356,,
,LAND ROVER,RANGE ROVER SPORT,Suv - Standard,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.2,10.2,12.4,23.0,,,,,,,291,,
,LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,Suv - Standard,Conventional/Hybrid,3.0,6.0,,AS8,D,,10.6,8.1,9.4,30.0,,,,,,,254,,
,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,Suv - Standard,Conventional/Hybrid,5.0,8.0,,AS8,Z,,16.6,12.3,14.7,19.0,,,,,,,344,,
,LAND ROVER,RANGE ROVER EVOQUE,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS9,Z,,11.3,7.9,9.7,29.0,,,,,,,229,,
,LEXUS,CT 200h,Compact,Conventional/Hybrid,1.8,4.0,,AV,X,,5.5,5.9,5.7,50.0,,,,,,,132,,
,LEXUS,ES 300h,Mid-Size,Conventional/Hybrid,2.5,4.0,,AV6,X,,5.8,6.1,5.9,48.0,,,,,,,139,,
,LEXUS,ES 350,Mid-Size,Conventional/Hybrid,3.5,6.0,,AS6,X,,11.4,7.6,9.7,29.0,,,,,,,225,,
,LEXUS,GS 200t,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS8,Z,,10.6,7.2,9.0,31.0,,,,,,,212,,
,LEXUS,GS 200t F SPORT,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS8,Z,,11.3,7.8,9.7,29.0,,,,,,,227,,
,LEXUS,GS 350,Mid-Size,Conventional/Hybrid,3.5,6.0,,AS8,Z,,11.9,8.1,10.2,28.0,,,,,,,237,,
,LEXUS,GS 350 AWD,Mid-Size,Conventional/Hybrid,3.5,6.0,,AS6,Z,,12.4,9.0,10.9,26.0,,,,,,,254,,
,LEXUS,GS 350 F SPORT,Mid-Size,Conventional/Hybrid,3.5,6.0,,AS8,Z,,12.5,8.6,10.7,26.0,,,,,,,251,,
,LEXUS,GS 450h,Mid-Size,Conventional/Hybrid,3.5,6.0,,AV8,Z,,8.1,6.9,7.6,37.0,,,,,,,177,,
,LEXUS,GS F,Compact,Conventional/Hybrid,5.0,8.0,,AS8,Z,,14.9,9.7,12.5,23.0,,,,,,,293,,
,LEXUS,GX 460,Suv - Standard,Conventional/Hybrid,4.6,8.0,,AS6,Z,,15.7,11.7,13.9,20.0,,,,,,,322,,
,LEXUS,IS 200t,Compact,Conventional/Hybrid,2.0,4.0,,AS8,Z,,10.6,7.2,9.0,31.0,,,,,,,212,,
,LEXUS,IS 300 AWD,Compact,Conventional/Hybrid,3.5,6.0,,AS6,Z,,12.6,9.2,11.1,25.0,,,,,,,258,,
,LEXUS,IS 350,Compact,Conventional/Hybrid,3.5,6.0,,AS8,Z,,12.3,8.5,10.6,27.0,,,,,,,246,,
,LEXUS,IS 350 AWD,Compact,Conventional/Hybrid,3.5,6.0,,AS6,Z,,12.6,9.2,11.1,25.0,,,,,,,258,,
,LEXUS,LS 460,Mid-Size,Conventional/Hybrid,4.6,8.0,,AS8,Z,,14.4,9.6,12.3,23.0,,,,,,,286,,
,LEXUS,LS 460 AWD,Mid-Size,Conventional/Hybrid,4.6,8.0,,AS8,Z,,15.2,10.2,12.9,22.0,,,,,,,303,,
,LEXUS,LS 460 L AWD,Mid-Size,Conventional/Hybrid,4.6,8.0,,AS8,Z,,15.2,10.2,12.9,22.0,,,,,,,303,,
,LEXUS,LS 600h L,Mid-Size,Conventional/Hybrid,5.0,8.0,,AV8,Z,,12.7,10.1,11.5,25.0,,,,,,,268,,
,LEXUS,LX 570,Suv - Standard,Conventional/Hybrid,5.7,8.0,,AS8,Z,,18.3,12.9,15.9,18.0,,,,,,,371,,
,LEXUS,NX 200t AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,Z,,10.6,8.4,9.6,29.0,,,,,,,225,,
,LEXUS,NX 200t AWD F SPORT,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,Z,,10.8,8.8,9.9,29.0,,,,,,,231,,
,LEXUS,NX 300h AWD,Suv - Small,Conventional/Hybrid,2.5,4.0,,AV6,X,,7.1,7.7,7.4,38.0,,,,,,,172,,
,LEXUS,RC 200t,Subcompact,Conventional/Hybrid,2.0,4.0,,AS8,Z,,10.6,7.4,9.0,31.0,,,,,,,214,,
,LEXUS,RC 300 AWD,Subcompact,Conventional/Hybrid,3.5,6.0,,AS6,Z,,12.6,9.2,11.1,25.0,,,,,,,258,,
,LEXUS,RC 350,Subcompact,Conventional/Hybrid,3.5,6.0,,AS8,Z,,12.3,8.5,10.6,27.0,,,,,,,246,,
,LEXUS,RC 350 AWD,Subcompact,Conventional/Hybrid,3.5,6.0,,AS6,Z,,12.6,9.2,11.1,25.0,,,,,,,258,,
,LEXUS,RC F,Subcompact,Conventional/Hybrid,5.0,8.0,,AS8,Z,,15.2,9.5,12.6,22.0,,,,,,,289,,
,LEXUS,RX 350 AWD,Suv - Small,Conventional/Hybrid,3.5,6.0,,AS8,X,,12.2,8.9,10.7,26.0,,,,,,,251,,
,LEXUS,RX 450h AWD,Suv - Standard,Conventional/Hybrid,3.5,6.0,,AV6,Z,,7.7,8.2,8.0,35.0,,,,,,,186,,
,LINCOLN,MKC AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,12.4,9.0,10.9,26.0,,,,,,,256,,
,LINCOLN,MKC AWD,Suv - Small,Conventional/Hybrid,2.3,4.0,,AS6,X,,12.8,9.1,11.1,25.0,,,,,,,261,,
,LINCOLN,MKS AWD,Full-Size,Conventional/Hybrid,3.5,6.0,,AS6,X,,14.7,9.8,12.5,23.0,,,,,,,293,,
,LINCOLN,MKS AWD,Full-Size,Conventional/Hybrid,3.7,6.0,,AS6,X,,14.2,9.8,12.2,23.0,,,,,,,287,,
,LINCOLN,MKT AWD,Suv - Standard,Conventional/Hybrid,3.5,6.0,,AS6,X,,15.7,11.2,13.7,21.0,,,,,,,322,,
,LINCOLN,MKT LIVERY,Special Purpose Vehicle,Conventional/Hybrid,2.0,4.0,,AS6,X,,13.1,9.4,11.4,25.0,,,,,,,268,,
,LINCOLN,MKT LIVERY AWD,Special Purpose Vehicle,Conventional/Hybrid,3.7,6.0,,A6,X,,14.7,10.2,12.7,22.0,,,,,,,298,,
,LINCOLN,MKX AWD,Suv - Small,Conventional/Hybrid,2.7,6.0,,AS6,X,,14.1,9.7,12.1,23.0,,,,,,,283,,
,LINCOLN,MKX AWD,Suv - Small,Conventional/Hybrid,3.7,6.0,,AS6,X,,14.4,10.3,12.5,23.0,,,,,,,293,,
,LINCOLN,MKZ,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,10.5,7.0,8.9,32.0,,,,,,,210,,
,LINCOLN,MKZ,Mid-Size,Conventional/Hybrid,3.7,6.0,,AS6,X,,12.8,8.7,10.9,26.0,,,,,,,257,,
,LINCOLN,MKZ AWD,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,10.8,7.5,9.3,30.0,,,,,,,220,,
,LINCOLN,MKZ AWD,Mid-Size,Conventional/Hybrid,3.7,6.0,,AS6,X,,13.8,9.7,11.9,24.0,,,,,,,279,,
,LINCOLN,MKZ HYBRID,Mid-Size,Conventional/Hybrid,2.0,4.0,,AV,X,,5.7,6.0,5.8,49.0,,,,,,,136,,
,LINCOLN,NAVIGATOR 4X4,Suv - Standard,Conventional/Hybrid,3.5,6.0,,AS6,X,,16.2,11.9,14.3,20.0,,,,,,,334,,
,LINCOLN,NAVIGATOR L 4X4,Suv - Standard,Conventional/Hybrid,3.5,6.0,,AS6,X,,16.1,12.4,14.4,20.0,,,,,,,339,,
,MASERATI,GHIBLI,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.1,9.8,12.2,23.0,,,,,,,286,,
,MASERATI,GHIBLI S,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,14.5,10.0,12.5,23.0,,,,,,,293,,
,MASERATI,GHIBLI SQ4,Mid-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,15.0,10.0,12.6,22.0,,,,,,,295,,
,MASERATI,GRANTURISMO,Subcompact,Conventional/Hybrid,4.7,8.0,,AS6,Z,,18.2,11.4,15.1,19.0,,,,,,,357,,
,MASERATI,GRANTURISMO CONVERTIBLE,Subcompact,Conventional/Hybrid,4.7,8.0,,AS6,Z,,18.2,11.6,15.2,19.0,,,,,,,360,,
,MASERATI,QUATTROPORTE GTS,Full-Size,Conventional/Hybrid,3.8,8.0,,AS8,Z,,16.2,11.0,14.0,20.0,,,,,,,322,,
,MASERATI,QUATTROPORTE S,Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,15.2,10.2,12.9,22.0,,,,,,,300,,
,MASERATI,QUATTROPORTE SQ4,Full-Size,Conventional/Hybrid,3.0,6.0,,AS8,Z,,15.1,10.2,12.9,22.0,,,,,,,302,,
,MAZDA,CX-3,Compact,Conventional/Hybrid,2.0,4.0,,AS6,X,,8.2,6.7,7.6,37.0,,,,,,,179,,
,MAZDA,CX-3 4WD,Compact,Conventional/Hybrid,2.0,4.0,,AS6,X,,8.8,7.3,8.1,35.0,,,,,,,189,,
,MAZDA,CX-5,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.0,7.3,8.2,34.0,,,,,,,192,,
,MAZDA,CX-5,Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,8.9,7.1,8.1,35.0,,,,,,,190,,
,MAZDA,CX-5 (SIL),Suv - Small,Conventional/Hybrid,2.0,4.0,,M6,X,,9.0,6.8,8.0,35.0,,,,,,,188,,
,MAZDA,CX-5 4WD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,9.3,7.6,8.5,33.0,,,,,,,199,,
,MAZDA,CX-5 4WD,Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,9.8,7.9,9.0,31.0,,,,,,,210,,
,MAZDA,MAZDA3 4-DOOR,Compact,Conventional/Hybrid,2.0,4.0,,AS6,X,,7.9,5.7,6.9,41.0,,,,,,,162,,
,MAZDA,MAZDA3 4-DOOR (SIL),Compact,Conventional/Hybrid,2.0,4.0,,M6,X,,8.0,5.8,7.0,40.0,,,,,,,165,,
,MAZDA,MAZDA3 4-DOOR,Compact,Conventional/Hybrid,2.5,4.0,,AS6,X,,8.4,6.1,7.4,38.0,,,,,,,173,,
,MAZDA,MAZDA3 4-DOOR (i-ELOOP),Compact,Conventional/Hybrid,2.5,4.0,,AS6,X,,8.2,5.9,7.2,39.0,,,,,,,169,,
,MAZDA,MAZDA3 4-DOOR (SIL),Compact,Conventional/Hybrid,2.5,4.0,,M6,X,,9.3,6.4,8.0,35.0,,,,,,,189,,
,MAZDA,MAZDA3 5-DOOR,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,X,,8.0,5.9,7.0,40.0,,,,,,,165,,
,MAZDA,MAZDA3 5-DOOR (SIL),Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,8.2,5.9,7.1,40.0,,,,,,,167,,
,MAZDA,MAZDA3 5-DOOR,Mid-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,8.7,6.5,7.7,37.0,,,,,,,182,,
,MAZDA,MAZDA3 5-DOOR (i-ELOOP),Mid-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,8.2,6.0,7.2,39.0,,,,,,,170,,
,MAZDA,MAZDA3 5-DOOR (SIL),Mid-Size,Conventional/Hybrid,2.5,4.0,,M6,X,,9.2,6.6,8.1,35.0,,,,,,,190,,
,MAZDA,MAZDA5,Minivan,Conventional/Hybrid,2.5,4.0,,AS5,X,,10.8,8.3,9.7,29.0,,,,,,,226,,
,MAZDA,MAZDA5,Minivan,Conventional/Hybrid,2.5,4.0,,M6,X,,11.1,8.3,9.8,29.0,,,,,,,229,,
,MAZDA,MAZDA6,Mid-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,8.8,6.1,7.6,37.0,,,,,,,178,,
,MAZDA,MAZDA6 (i-ELOOP),Mid-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,8.5,5.9,7.3,39.0,,,,,,,171,,
,MAZDA,MAZDA6 (SIL),Mid-Size,Conventional/Hybrid,2.5,4.0,,M6,X,,9.4,6.4,8.1,35.0,,,,,,,188,,
,MAZDA,MX-5,Two-Seater,Conventional/Hybrid,2.0,4.0,,AS6,Z,,8.9,6.5,7.8,36.0,,,,,,,183,,
,MAZDA,MX-5 (SIL),Two-Seater,Conventional/Hybrid,2.0,4.0,,M6,Z,,8.8,6.9,7.8,36.0,,,,,,,183,,
,MERCEDES-BENZ,AMG C 63,Compact,Conventional/Hybrid,4.0,8.0,,AS7,Z,,13.4,9.6,11.7,24.0,,,,,,,268,,
,MERCEDES-BENZ,AMG C 63 S,Compact,Conventional/Hybrid,4.0,8.0,,AS7,Z,,13.4,9.6,11.7,24.0,,,,,,,268,,
,MERCEDES-BENZ,AMG CLA 45,Compact,Conventional/Hybrid,2.0,4.0,,AS7,Z,,10.2,7.7,9.1,31.0,,,,,,,214,,
,MERCEDES-BENZ,AMG CLS 63 S 4MATIC,Compact,Conventional/Hybrid,5.5,8.0,,AS7,Z,,15.1,10.8,13.1,22.0,,,,,,,308,,
,MERCEDES-BENZ,AMG E 63 S 4MATIC,Mid-Size,Conventional/Hybrid,5.5,8.0,,AS7,Z,,15.3,10.8,13.3,21.0,,,,,,,310,,
,MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,Station Wagon - Mid-Size,Conventional/Hybrid,5.5,8.0,,AS7,Z,,15.2,11.0,13.3,21.0,,,,,,,310,,
,MERCEDES-BENZ,AMG G 63,Suv - Standard,Conventional/Hybrid,5.5,8.0,,AS7,Z,,20.0,16.6,18.5,15.0,,,,,,,417,,
,MERCEDES-BENZ,AMG G 65,Suv - Standard,Conventional/Hybrid,6.0,12.0,,AS7,Z,,24.3,17.9,21.4,13.0,,,,,,,476,,
,MERCEDES-BENZ,AMG GL 63 S,Suv - Standard,Conventional/Hybrid,5.5,8.0,,AS7,Z,,18.2,14.0,16.3,17.0,,,,,,,369,,
,MERCEDES-BENZ,AMG GLA 45,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS7,Z,,10.3,8.1,9.3,30.0,,,,,,,216,,
,MERCEDES-BENZ,AMG GLE 63 S 4MATIC,Suv - Standard,Conventional/Hybrid,5.5,8.0,,AS7,Z,,17.3,13.5,15.6,18.0,,,,,,,366,,
,MERCEDES-BENZ,AMG GLE 63 S COUPE 4MATIC,Suv - Standard,Conventional/Hybrid,5.5,8.0,,AS7,Z,,17.2,12.8,15.2,19.0,,,,,,,363,,
,MERCEDES-BENZ,AMG GT S,Two-Seater,Conventional/Hybrid,4.0,8.0,,AM7,Z,,14.5,10.8,12.8,22.0,,,,,,,303,,
,MERCEDES-BENZ,AMG S 63,Full-Size,Conventional/Hybrid,5.5,8.0,,AS7,Z,,15.7,10.1,13.2,21.0,,,,,,,313,,
,MERCEDES-BENZ,AMG S 63 COUPE,Compact,Conventional/Hybrid,5.5,8.0,,AS7,Z,,15.3,10.2,13.0,22.0,,,,,,,313,,
,MERCEDES-BENZ,AMG S 65,Full-Size,Conventional/Hybrid,6.0,12.0,,AS7,Z,,18.5,11.8,15.5,18.0,,,,,,,361,,
